    0.6193969758E-01    0.7518971317E-01   -0.2119504458E+01   -0.2349454516E+01    0.1509980936E+02    0.4173381570E-01   -0.1598624128E+01   -0.3313684918E+01    0.9535084946E+01    0.1112278758E+02    0.1035952215E+02   -0.2108841341E+01    0.2001978620E+02    0.3459906145E-01   -0.3083133015E+01   -0.3463714742E+01    0.1316474705E+02    0.2473554225E+01    0.1563249911E+02    0.2782221353E+02    0.3693199718E-01
    0.6381878175E-01   -0.6574335203E-01   -0.1562154231E+01   -0.2095857792E+01   -0.1288473586E+02   -0.3334417721E-01   -0.1174704428E+01   -0.2510520403E+01   -0.8155770388E+01   -0.9529203036E+01   -0.8868792115E+01   -0.1864803689E+01   -0.1713447583E+02   -0.2781192714E-01   -0.2183281171E+01   -0.2436163805E+01   -0.1053026310E+02   -0.2107104059E+01   -0.1198983742E+02   -0.2485449546E+02   -0.3235087901E-01
    0.2176687120E-01   -0.1202592219E+00   -0.3957634925E+01   -0.4480558627E+01   -0.1199397060E+02   -0.6043038936E-01   -0.3441676957E+01   -0.1702845671E+02   -0.9470111033E+01   -0.1027576323E+02   -0.9898198793E+01   -0.4268534798E+01   -0.1379204310E+02   -0.5556642489E-01   -0.1601050567E+02   -0.1677220139E+02   -0.9944200739E+01   -0.1538311581E+02   -0.1111209828E+02   -0.5677912295E+02   -0.5928607325E-01
    0.6292002670E-02   -0.1584228852E+00   -0.7317044563E+01   -0.8739429118E+01   -0.1740320294E+02   -0.7958117832E-01   -0.6039466985E+01   -0.2885446015E+02   -0.1352938973E+02   -0.1511176973E+02   -0.1436732301E+02   -0.8165689982E+01   -0.2108464402E+02   -0.7099569268E-01   -0.2650259497E+02   -0.2824407086E+02   -0.1430325230E+02   -0.1483934856E+02   -0.1586333465E+02   -0.7834907071E+02   -0.7775461627E-01
    0.1392781679E-01   -0.1332247201E+00   -0.4952776829E+01   -0.5696730488E+01   -0.1342667286E+02   -0.6712573656E-01   -0.4192738030E+01   -0.2184037567E+02   -0.1062687696E+02   -0.1171013700E+02   -0.1120081732E+02   -0.5375225235E+01   -0.1586059366E+02   -0.6074940430E-01   -0.2031877408E+02   -0.2147495587E+02   -0.1116560990E+02   -0.1596708679E+02   -0.1242809740E+02   -0.6631100455E+02   -0.6550380463E-01
    0.9805668500E-02   -0.1675030243E+00   -0.8405737719E+01   -0.1022897134E+02   -0.1977540236E+02   -0.8373116026E-01   -0.6947113994E+01   -0.3018447196E+02   -0.1508940771E+02   -0.1682913611E+02   -0.1601237143E+02   -0.9555768963E+01   -0.2392746767E+02   -0.7478426906E-01   -0.2766213048E+02   -0.2946838357E+02   -0.1604595283E+02   -0.1242471527E+02   -0.1780871441E+02   -0.8115389242E+02   -0.8227222631E-01
    0.2072430265E-01   -0.1233543365E+00   -0.4175204101E+01   -0.4741574746E+01   -0.1219746174E+02   -0.6205775718E-01   -0.3592811706E+01   -0.1789581560E+02   -0.9669297552E+01   -0.1055672283E+02   -0.1014012147E+02   -0.4500573359E+01   -0.1417466220E+02   -0.5670414081E-01   -0.1676308910E+02   -0.1762176451E+02   -0.1014750313E+02   -0.1560830382E+02   -0.1132141536E+02   -0.5794140636E+02   -0.6074540462E-01
    0.9139049660E-02   -0.1419257934E+00   -0.5708075753E+01   -0.6644834045E+01   -0.1471207192E+02   -0.7147397143E-01   -0.4793389516E+01   -0.2476544909E+02   -0.1158254961E+02   -0.1281890589E+02   -0.1223750678E+02   -0.6250567091E+01   -0.1751946525E+02   -0.6438896036E-01   -0.2294735864E+02   -0.2431706695E+02   -0.1218992738E+02   -0.1588043790E+02   -0.1354819387E+02   -0.7189635427E+02   -0.6973850291E-01
    0.2664220237E-01   -0.1232945892E+00   -0.4596957214E+01   -0.5372176788E+01   -0.1627367654E+02   -0.6097169401E-01   -0.4013992367E+01   -0.1145287612E+02   -0.1198167257E+02   -0.1294401206E+02   -0.1249678497E+02   -0.5119247207E+01   -0.1863715421E+02   -0.5624126809E-01   -0.1071255726E+02   -0.1121232562E+02   -0.1295647303E+02   -0.4189807479E+01   -0.1470043185E+02   -0.4488411267E+02   -0.6092931573E-01
    0.3168568828E-01   -0.1056453179E+00   -0.2989925306E+01   -0.3328067726E+01   -0.1047128759E+02   -0.5274811884E-01   -0.2679842063E+01   -0.1028016659E+02   -0.8238603040E+01   -0.8784887943E+01   -0.8529831898E+01   -0.3204571629E+01   -0.1168291526E+02   -0.4938110237E-01   -0.9780998790E+01   -0.1014457008E+02   -0.8647997894E+01   -0.1389806768E+02   -0.9710707546E+01   -0.3895805837E+02   -0.5224526215E-01
