    0.2979000000E-01    0.1634508872E+03   -0.2799553264E+01   -0.2137535387E+02   -0.4263356137E+02    0.2053205161E+03   -0.2945324239E+02    0.1700069710E+03    0.1780995003E+03   -0.7439363502E+02   -0.4361560700E+01   -0.3304400646E+01   -0.3070296232E+02   -0.2641153581E+02   -0.2456324528E+01   -0.5253778265E+01   -0.5530439905E+01   -0.1038675673E+02   -0.7631954777E+01   -0.5196116982E+02   -0.3472473011E+01
    0.3174000000E-01    0.1632588877E+03   -0.3824416127E+01   -0.2252818595E+02   -0.4122086569E+02    0.2077175907E+03   -0.3172209422E+02    0.1787061529E+03    0.1780355859E+03   -0.6587567900E+02   -0.4532070648E+01   -0.3318780796E+01   -0.3192271999E+02   -0.2651513614E+02   -0.2466021959E+01   -0.1091827194E+02   -0.5329001490E+01   -0.1040297019E+02   -0.9212231612E+01   -0.5061539973E+02   -0.3487263053E+01
    0.4626000000E-01    0.1009452863E+02   -0.2974748682E+02   -0.6389318343E+02   -0.5838013591E+02    0.4018847006E+03   -0.5930230606E+02    0.3801934801E+03    0.1640770998E+02   -0.7996052810E+02   -0.4214548147E+01   -0.2833910233E+01   -0.6788846504E+02   -0.2084764343E+02   -0.1998229321E+01   -0.6502937642E+02   -0.6103541259E+01   -0.9206247526E+01   -0.3775713640E+02   -0.6237541752E+02   -0.2995008537E+01
    0.2521000000E-01    0.2518879414E+02   -0.2924349872E+02   -0.6172212867E+02   -0.5432901063E+02    0.3860659670E+03   -0.5562260007E+02    0.3648726885E+03    0.3409894297E+02   -0.7828867259E+02   -0.4362693834E+01   -0.2933215673E+01   -0.6726907667E+02   -0.2191624134E+02   -0.2082851503E+01   -0.6331435766E+02   -0.6613550082E+01   -0.9436380379E+01   -0.3784699415E+02   -0.5987595862E+02   -0.3097894036E+01
    0.3750000000E-01    0.1258792227E+02   -0.3061196059E+02   -0.6441781283E+02   -0.5694346868E+02    0.3997366428E+03   -0.5818934499E+02    0.3785102327E+03    0.2020251857E+02   -0.8033366629E+02   -0.4268974891E+01   -0.2865398369E+01   -0.6919416343E+02   -0.2115508238E+02   -0.2023544256E+01   -0.6595177115E+02   -0.6303463844E+01   -0.9271325145E+01   -0.3890427800E+02   -0.6171981929E+02   -0.3026809554E+01
    0.2549000000E-01    0.3394371067E+02   -0.2819613970E+02   -0.5968451815E+02   -0.5339958668E+02    0.3781438218E+03   -0.5455880046E+02    0.3561893344E+03    0.4293141589E+02   -0.7721487602E+02   -0.4396256269E+01   -0.2967658183E+01   -0.6525637933E+02   -0.2234847357E+02   -0.2115637665E+01   -0.6111331990E+02   -0.6703309018E+01   -0.9531413182E+01   -0.3715281942E+02   -0.5897144785E+02   -0.3137009482E+01
    0.4545000000E-01    0.9464866108E+01   -0.2957265852E+02   -0.6371821698E+02   -0.5828824657E+02    0.4011716308E+03   -0.5918824651E+02    0.3797518306E+03    0.1627428098E+02   -0.7961402152E+02   -0.4220121850E+01   -0.2834582656E+01   -0.6801688389E+02   -0.2085250544E+02   -0.1998700031E+01   -0.6482684001E+02   -0.6145525216E+01   -0.9207178102E+01   -0.3746468931E+02   -0.6258691347E+02   -0.2995310592E+01
    0.3137000000E-01    0.1621921331E+02   -0.3077417663E+02   -0.6415392618E+02   -0.5604775063E+02    0.3968402333E+03   -0.5741409561E+02    0.3756213588E+03    0.2426298531E+02   -0.8022610537E+02   -0.4303596559E+01   -0.2889092109E+01   -0.6917821567E+02   -0.2141380101E+02   -0.2043825973E+01   -0.6583644209E+02   -0.6420977561E+01   -0.9327358455E+01   -0.3929097608E+02   -0.6107204012E+02   -0.3052011616E+01
    0.3977000000E-01    0.4086534135E+02   -0.1801302228E+02   -0.4821060105E+02   -0.5937218949E+02    0.3602194167E+03   -0.5689812605E+02    0.3331187407E+03    0.4737430105E+02   -0.7007396734E+02   -0.4220560398E+01   -0.2905019138E+01   -0.5229506961E+02   -0.2206434158E+02   -0.2080568275E+01   -0.4513992606E+02   -0.6024842730E+01   -0.9495868828E+01   -0.2503457272E+02   -0.6345665805E+02   -0.3083415236E+01
    0.5728000000E-01    0.7113155459E+01   -0.2321545161E+02   -0.5764537706E+02   -0.6195285603E+02    0.3950339813E+03   -0.6122661746E+02    0.3727814640E+03    0.1199932265E+02   -0.7404993022E+02   -0.4102522214E+01   -0.2767120926E+01   -0.6078715897E+02   -0.2029629404E+02   -0.1948736791E+01   -0.5674911863E+02   -0.5785011291E+01   -0.9094705878E+01   -0.2946108802E+02   -0.6509463793E+02   -0.2927435720E+01
    0.2454000000E-01    0.2792618277E+02   -0.2826767202E+02   -0.6032133016E+02   -0.5428386021E+02    0.3820353783E+03   -0.5536345845E+02    0.3604902198E+03    0.3712196321E+02   -0.7730229730E+02   -0.4367996640E+01   -0.2941914279E+01   -0.6602733083E+02   -0.2205426830E+02   -0.2092439315E+01   -0.6165128972E+02   -0.6635492083E+01   -0.9468196573E+01   -0.3684850520E+02   -0.5998986088E+02   -0.3108816055E+01
    0.4474000000E-01    0.8096031723E+01   -0.2941452941E+02   -0.6357007960E+02   -0.5823307654E+02    0.4006681757E+03   -0.5911206586E+02    0.3794404914E+03    0.1577024527E+02   -0.7934838320E+02   -0.4224284500E+01   -0.2835269761E+01   -0.6838997221E+02   -0.2085830528E+02   -0.1999214666E+01   -0.6465260497E+02   -0.6175068353E+01   -0.9208355475E+01   -0.3721620833E+02   -0.6305296915E+02   -0.2995682491E+01
    0.2839000000E-01    0.1014299576E+03   -0.1044409761E+02   -0.3591349251E+02   -0.4989855652E+02    0.2917947167E+03   -0.4559653492E+02    0.2643784115E+03    0.1095826992E+03   -0.6415219621E+02   -0.4440829295E+01   -0.3117815138E+01   -0.4115366047E+02   -0.2434547885E+02   -0.2273082961E+01   -0.3061745310E+02   -0.6437248052E+01   -0.9969361277E+01   -0.1711611440E+02   -0.5513872448E+02   -0.3291818369E+01
    0.2746000000E-01    0.1972523014E+02   -0.3010006609E+02   -0.6309995998E+02   -0.5522667517E+02    0.3920570308E+03   -0.5657425075E+02    0.3709016313E+03    0.2848289718E+02   -0.7935989187E+02   -0.4332740221E+01   -0.2910012892E+01   -0.6855230973E+02   -0.2164778343E+02   -0.2062075919E+01   -0.6475878890E+02   -0.6517473606E+01   -0.9378053976E+01   -0.3864770835E+02   -0.6067902493E+02   -0.3073499069E+01
    0.3702000000E-01    0.1177774145E+02   -0.3065542788E+02   -0.6442815074E+02   -0.5699162907E+02    0.3998603364E+03   -0.5823180516E+02    0.3785844881E+03    0.1980028031E+02   -0.8036823552E+02   -0.4268316405E+01   -0.2865248288E+01   -0.6944269485E+02   -0.2115806321E+02   -0.2023608799E+01   -0.6595541721E+02   -0.6302966670E+01   -0.9272217998E+01   -0.3896653289E+02   -0.6200617318E+02   -0.3027045701E+01
    0.3489000000E-01    0.5527482213E+02   -0.2654452261E+02   -0.5599827358E+02   -0.4865091947E+02    0.3560112721E+03   -0.5027464665E+02    0.3320544908E+03    0.6604874577E+02   -0.7662333649E+02   -0.4492546387E+01   -0.3071386567E+01   -0.6262410088E+02   -0.2346238993E+02   -0.2207033450E+01   -0.5799682852E+02   -0.6791409334E+01   -0.9763491021E+01   -0.3726865921E+02   -0.5527674677E+02   -0.3243787094E+01
    0.5609000000E-01    0.6398536726E+01   -0.2297116409E+02   -0.5743781885E+02   -0.6170634009E+02    0.3938337543E+03   -0.6099726705E+02    0.3720780788E+03    0.1197397234E+02   -0.7353836802E+02   -0.4113263908E+01   -0.2768934589E+01   -0.6101370469E+02   -0.2030535702E+02   -0.1949846809E+01   -0.5656328565E+02   -0.5862335893E+01   -0.9096097140E+01   -0.2906051982E+02   -0.6528222593E+02   -0.2928250955E+01
    0.3035000000E-01    0.3952775224E+02   -0.1879411688E+02   -0.4953723972E+02   -0.5582563005E+02    0.3547791876E+03   -0.5458730343E+02    0.3323773742E+03    0.4918400308E+02   -0.6819642487E+02   -0.4332155238E+01   -0.2938529084E+01   -0.5558754319E+02   -0.2224722406E+02   -0.2100822650E+01   -0.4801065194E+02   -0.6579167812E+01   -0.9522863588E+01   -0.2529411646E+02   -0.6187593353E+02   -0.3106554443E+01
