     Index       y_measurement           y_fitting        descriptor_1
      1190   -0.1275600000E+00   -0.9245833131E-01    0.3267321542E+03
      1191   -0.8687000000E-01   -0.1051632388E+00    0.3611297731E+03
      1192   -0.1191200000E+00   -0.1071489982E+00    0.3665060729E+03
      1193   -0.1310700000E+00   -0.1008273833E+00    0.3493907576E+03
      1194   -0.1020500000E+00   -0.1100299013E+00    0.3743059099E+03
      1195   -0.1279200000E+00   -0.1038439976E+00    0.3575580227E+03
      1196   -0.8805000000E-01   -0.1062032067E+00    0.3639454110E+03
      1197   -0.1246500000E+00   -0.1046509248E+00    0.3597427198E+03
      1198   -0.1115700000E+00   -0.1092334595E+00    0.3721496014E+03
      1199   -0.1298000000E+00   -0.1011471069E+00    0.3502563861E+03
      1200   -0.1397200000E+00   -0.1282243228E+00    0.4235659911E+03
      1201   -0.8895000000E-01   -0.1065950604E+00    0.3650063266E+03
      1202   -0.1283400000E+00   -0.1026440315E+00    0.3543092013E+03
      1203   -0.1310400000E+00   -0.1045414196E+00    0.3594462423E+03
      1204   -0.1019400000E+00   -0.1088240520E+00    0.3710411602E+03
      1205   -0.8960000000E-01   -0.1066104224E+00    0.3650479181E+03
      1206   -0.1184600000E+00   -0.1034977475E+00    0.3566205756E+03
      1207   -0.1110700000E+00   -0.1068854094E+00    0.3657924255E+03
      1208   -0.1311700000E+00   -0.9302477558E-01    0.3282657611E+03
      1209   -0.8999000000E-01   -0.1065640154E+00    0.3649222744E+03
      1210   -0.1238700000E+00   -0.1020076367E+00    0.3525862083E+03
      1211   -0.1412300000E+00   -0.1395980431E+00    0.4543595169E+03
      1212   -0.1016600000E+00   -0.1073356053E+00    0.3670112982E+03
      1213   -0.1301200000E+00   -0.9878524769E-01    0.3438618230E+03
      1214   -0.9018000000E-01   -0.1059014353E+00    0.3631283866E+03
      1215   -0.1243600000E+00   -0.9242445432E-01    0.3266404347E+03
      1216   -0.7129000000E-01   -0.9585228555E-01    0.3359210400E+03
      1217   -0.1261700000E+00   -0.1028515878E+00    0.3548711450E+03
      1218   -0.7281000000E-01   -0.9730117254E-01    0.3398437968E+03
      1219   -0.1265200000E+00   -0.1015994645E+00    0.3514811116E+03
      1220   -0.7406000000E-01   -0.9855724064E-01    0.3432445104E+03
      1221   -0.1104500000E+00   -0.1033978916E+00    0.3563502231E+03
      1222   -0.1370200000E+00   -0.1171190821E+00    0.3934993546E+03
      1223   -0.1274900000E+00   -0.1005444986E+00    0.3486248676E+03
      1224   -0.9017000000E-01   -0.1043650694E+00    0.3589687870E+03
      1225   -0.1285300000E+00   -0.1023814951E+00    0.3535984029E+03
      1226   -0.1177200000E+00   -0.1015940502E+00    0.3514664528E+03
      1227   -0.1012300000E+00   -0.1039899156E+00    0.3579530853E+03
      1228   -0.7506000000E-01   -0.9938606701E-01    0.3454884979E+03
      1229   -0.1299100000E+00   -0.1027243418E+00    0.3545266355E+03
      1230   -0.7581000000E-01   -0.9917414232E-01    0.3449147271E+03
      1231   -0.1230800000E+00   -0.1001847146E+00    0.3476507785E+03
      1232   -0.8999000000E-01   -0.1025901046E+00    0.3541631981E+03
      1233   -0.1459900000E+00   -0.1689082295E+00    0.5337147282E+03
      1234   -0.1302300000E+00   -0.1017595318E+00    0.3519144823E+03
      1235   -0.7633000000E-01   -0.9844358726E-01    0.3429368021E+03
      1236   -0.1097700000E+00   -0.1008792967E+00    0.3495313093E+03
      1237   -0.1006900000E+00   -0.1024170849E+00    0.3536947597E+03
      1238   -0.1292400000E+00   -0.9788639448E-01    0.3414282429E+03
      1239   -0.7666000000E-01   -0.9839117419E-01    0.3427948975E+03
      1240   -0.1169600000E+00   -0.9917466924E-01    0.3449161537E+03
      1241   -0.8969000000E-01   -0.1017616931E+00    0.3519203338E+03
      1242   -0.1266700000E+00   -0.9825967070E-01    0.3424388613E+03
      1243   -0.7680000000E-01   -0.9832629955E-01    0.3426192541E+03
      1244   -0.1375800000E+00   -0.1176528342E+00    0.3949444498E+03
      1245   -0.1233700000E+00   -0.1052710861E+00    0.3614217618E+03
      1246   -0.5618000000E-01   -0.8432122727E-01    0.3047015331E+03
      1247   -0.1250100000E+00   -0.1054748735E+00    0.3619735014E+03
      1248   -0.5766000000E-01   -0.8656047596E-01    0.3107641371E+03
      1249   -0.1254800000E+00   -0.1006639073E+00    0.3489481582E+03
      1250   -0.1000900000E+00   -0.1008908934E+00    0.3495627066E+03
      1251   -0.5892000000E-01   -0.8826226071E-01    0.3153715963E+03
      1252   -0.1275200000E+00   -0.1035436021E+00    0.3567447236E+03
      1253   -0.5997000000E-01   -0.8975950596E-01    0.3194252796E+03
      1254   -0.1090500000E+00   -0.9898738442E-01    0.3444090936E+03
      1255   -0.1420100000E+00   -0.1413330906E+00    0.4590570326E+03
      1256   -0.8928000000E-01   -0.1004763411E+00    0.3484403361E+03
      1257   -0.1223000000E+00   -0.9813502918E-01    0.3421014034E+03
      1258   -0.7680000000E-01   -0.9790562982E-01    0.3414803212E+03
      1259   -0.1289600000E+00   -0.9532298064E-01    0.3344879852E+03
      1260   -0.6082000000E-01   -0.9081188419E-01    0.3222745176E+03
      1261   -0.1294300000E+00   -0.9827705828E-01    0.3424859369E+03
      1262   -0.6148000000E-01   -0.9148196763E-01    0.3240887201E+03
      1263   -0.1162100000E+00   -0.9714668007E-01    0.3394255196E+03
      1264   -0.7667000000E-01   -0.9691892740E-01    0.3388088957E+03
      1265   -0.1284800000E+00   -0.9612556697E-01    0.3366609297E+03
      1266   -0.1442200000E+00   -0.1813712122E+00    0.5674573529E+03
      1267    0.3590000000E-01    0.4763854448E-01   -0.5257001148E+02
      1268   -0.1396200000E+00   -0.1265409791E+00    0.4190084597E+03
      1269   -0.6197000000E-01   -0.9172636917E-01    0.3247504196E+03
      1270   -0.9945000000E-01   -0.9885576244E-01    0.3440527366E+03
      1271   -0.8880000000E-01   -0.9870959647E-01    0.3436570028E+03
      1272   -0.1259500000E+00   -0.9572892093E-01    0.3355870392E+03
      1273   -0.6231000000E-01   -0.9184402923E-01    0.3250689757E+03
      1274   -0.1083600000E+00   -0.9647481382E-01    0.3376064903E+03
      1275   -0.7644000000E-01   -0.9578201874E-01    0.3357307977E+03
      1276   -0.1216000000E+00   -0.9692137655E-01    0.3388155266E+03
      1277   -0.6250000000E-01   -0.9184691813E-01    0.3250767972E+03
      1278   -0.8828000000E-01   -0.9684036799E-01    0.3385962018E+03
      1279   -0.1379700000E+00   -0.1178856238E+00    0.3955747108E+03
      1280   -0.1224300000E+00   -0.1045617792E+00    0.3595013647E+03
      1281   -0.4153000000E-01   -0.7699492495E-01    0.2848660991E+03
      1282   -0.1243100000E+00   -0.1046012474E+00    0.3596082220E+03
      1283   -0.9883000000E-01   -0.9689586004E-01    0.3387464425E+03
      1284   -0.7613000000E-01   -0.9474464180E-01    0.3329221746E+03
      1285   -0.4281000000E-01   -0.7798664952E-01    0.2875511217E+03
      1286   -0.1248300000E+00   -0.1020549429E+00    0.3527142866E+03
      1287   -0.4394000000E-01   -0.7885086203E-01    0.2898909146E+03
      1288   -0.1155300000E+00   -0.9546438212E-01    0.3348708195E+03
      1289   -0.6260000000E-01   -0.9144741332E-01    0.3239951668E+03
      1290   -0.1405200000E+00   -0.1249386207E+00    0.4146701903E+03
      1291   -0.1267000000E+00   -0.1026198493E+00    0.3542437297E+03
      1292   -0.4493000000E-01   -0.7979203644E-01    0.2924390763E+03
      1293   -0.1282500000E+00   -0.9554999320E-01    0.3351026053E+03
      1294   -0.4577000000E-01   -0.8120153309E-01    0.2962551866E+03
      1295   -0.1286900000E+00   -0.9766257890E-01    0.3408222784E+03
      1296   -0.4650000000E-01   -0.8205998618E-01    0.2985793863E+03
      1297   -0.1077300000E+00   -0.9409811134E-01    0.3311717401E+03
      1298   -0.6259000000E-01   -0.9071677712E-01    0.3220170221E+03
      1299   -0.8777000000E-01   -0.9566328667E-01    0.3354093392E+03
      1300   -0.7578000000E-01   -0.9365339450E-01    0.3299677014E+03
      1301   -0.1348400000E+00   -0.1128090002E+00    0.3818301194E+03
      1302   -0.1278600000E+00   -0.9406978020E-01    0.3310950356E+03
      1303   -0.4709000000E-01   -0.8255567960E-01    0.2999214404E+03
      1304   -0.1253600000E+00   -0.9365851013E-01    0.3299815516E+03
      1305   -0.4757000000E-01   -0.8279636758E-01    0.3005730857E+03
      1306   -0.9825000000E-01   -0.9505091952E-01    0.3337513994E+03
      1307   -0.6250000000E-01   -0.8971485926E-01    0.3193044019E+03
      1308   -0.1210400000E+00   -0.9680181439E-01    0.3384918207E+03
      1309   -0.4794000000E-01   -0.8289234968E-01    0.3008329503E+03
      1310   -0.7542000000E-01   -0.9244309530E-01    0.3266909038E+03
      1311   -0.1149700000E+00   -0.9429592659E-01    0.3317073106E+03
      1312   -0.1438700000E+00   -0.1604891377E+00    0.5109206456E+03
      1313   -0.4821000000E-01   -0.8289867926E-01    0.3008500872E+03
      1314   -0.8727000000E-01   -0.9439531632E-01    0.3319764011E+03
      1315   -0.6235000000E-01   -0.8849989711E-01    0.3160149797E+03
      1316   -0.1072000000E+00   -0.9282070904E-01    0.3277132657E+03
      1317   -0.4842000000E-01   -0.8284503177E-01    0.3007048405E+03
      1318   -0.7505000000E-01   -0.9104867935E-01    0.3229156234E+03
      1319   -0.6216000000E-01   -0.8730020828E-01    0.3127669089E+03
      1320   -0.1219500000E+00   -0.1142482269E+00    0.3857267217E+03
      1321   -0.9775000000E-01   -0.9387961627E-01    0.3305801805E+03
      1322   -0.4853000000E-01   -0.8266096208E-01    0.3002064851E+03
      1323   -0.1355800000E+00   -0.1149728468E+00    0.3876885777E+03
      1324   -0.2980000000E-01   -0.6958574988E-01    0.2648062931E+03
      1325   -0.1238100000E+00   -0.1065089503E+00    0.3647731897E+03
      1326   -0.3058000000E-01   -0.7031036406E-01    0.2667681336E+03
      1327   -0.1244200000E+00   -0.1035517225E+00    0.3567667091E+03
      1328   -0.3131000000E-01   -0.7096822742E-01    0.2685492511E+03
      1329   -0.1262300000E+00   -0.1037907098E+00    0.3574137498E+03
      1330   -0.3198000000E-01   -0.7154754286E-01    0.2701177058E+03
      1331   -0.1277600000E+00   -0.9941330408E-01    0.3455622403E+03
      1332   -0.3259000000E-01   -0.7203854072E-01    0.2714470470E+03
      1333   -0.1281900000E+00   -0.9959767809E-01    0.3460614196E+03
      1334   -0.1406000000E+00   -0.1378430874E+00    0.4496081010E+03
      1335   -0.3315000000E-01   -0.7243590371E-01    0.2725228786E+03
      1336   -0.8684000000E-01   -0.9272939306E-01    0.3274660343E+03
      1337   -0.4858000000E-01   -0.8226853439E-01    0.2991440155E+03
      1338   -0.1274300000E+00   -0.9411278109E-01    0.3312114574E+03
      1339   -0.3363000000E-01   -0.7274394603E-01    0.2733568809E+03
      1340   -0.6196000000E-01   -0.8614384094E-01    0.3096361279E+03
      1341   -0.1249500000E+00   -0.9382292637E-01    0.3304266967E+03
      1342   -0.3406000000E-01   -0.7297894610E-01    0.2739931266E+03
      1343   -0.1206400000E+00   -0.9586483665E-01    0.3359550212E+03
      1344   -0.3443000000E-01   -0.7316235901E-01    0.2744897038E+03
      1345   -0.1381800000E+00   -0.1070037614E+00    0.3661128550E+03
      1346   -0.7471000000E-01   -0.8995406720E-01    0.3199520401E+03
      1347   -0.4859000000E-01   -0.8174031549E-01    0.2977139010E+03
      1348   -0.1145700000E+00   -0.9458116471E-01    0.3324795722E+03
      1349   -0.3474000000E-01   -0.7330862330E-01    0.2748857038E+03
      1350   -0.1067900000E+00   -0.9301024599E-01    0.3282264233E+03
      1351   -0.3500000000E-01   -0.7341837474E-01    0.2751828479E+03
      1352   -0.6174000000E-01   -0.8512223723E-01    0.3068702097E+03
      1353   -0.4854000000E-01   -0.8121077238E-01    0.2962802013E+03
      1354   -0.9736000000E-01   -0.9292992163E-01    0.3280089509E+03
      1355   -0.3521000000E-01   -0.7348300088E-01    0.2753578185E+03
      1356   -0.1392700000E+00   -0.1392986888E+00    0.4535490366E+03
      1357   -0.8649000000E-01   -0.9134988488E-01    0.3237311156E+03
      1358   -0.3536000000E-01   -0.7349428990E-01    0.2753883827E+03
      1359   -0.4845000000E-01   -0.8073919514E-01    0.2950034400E+03
      1360   -0.7442000000E-01   -0.8915892250E-01    0.3177992433E+03
      1361   -0.3547000000E-01   -0.7344979076E-01    0.2752679045E+03
      1362   -0.6153000000E-01   -0.8436221355E-01    0.3048125005E+03
      1363   -0.3552000000E-01   -0.7335242764E-01    0.2750043009E+03
      1364   -0.4834000000E-01   -0.8030980373E-01    0.2938408938E+03
      1365   -0.3554000000E-01   -0.7320644388E-01    0.2746090604E+03
      1366   -0.3551000000E-01   -0.7301707336E-01    0.2740963534E+03
      1367   -0.1361500000E+00   -0.1168101997E+00    0.3926630779E+03
      1368   -0.1219000000E+00   -0.1142503288E+00    0.3857324123E+03
      1369   -0.1237000000E+00   -0.1061715319E+00    0.3638596537E+03
      1370   -0.1242900000E+00   -0.1043219974E+00    0.3588521726E+03
      1371   -0.1261200000E+00   -0.1042277806E+00    0.3585970874E+03
      1372   -0.1275900000E+00   -0.1004561870E+00    0.3483857704E+03
      1373   -0.1280000000E+00   -0.1011473957E+00    0.3502571680E+03
      1374   -0.1272600000E+00   -0.9580390070E-01    0.3357900415E+03
      1375   -0.1247600000E+00   -0.9393861884E-01    0.3307399257E+03
      1376   -0.1204200000E+00   -0.9605357720E-01    0.3364660226E+03
      1377   -0.1143500000E+00   -0.9469522619E-01    0.3327883854E+03
      1378   -0.1472600000E+00   -0.2048725211E+00    0.6310854483E+03
      1379    0.2391000000E-01   -0.7392281181E-03    0.7840931132E+02
      1380   -0.1393900000E+00   -0.1272354454E+00    0.4208886770E+03
      1381   -0.1065500000E+00   -0.9360048930E-01    0.3298244644E+03
      1382   -0.9711000000E-01   -0.9226064234E-01    0.3261969256E+03
      1383   -0.8624000000E-01   -0.9070789881E-01    0.3219929847E+03
      1384   -0.7419000000E-01   -0.8865856329E-01    0.3164445569E+03
      1385   -0.6134000000E-01   -0.8376129564E-01    0.3031855587E+03
      1386   -0.4820000000E-01   -0.7989025506E-01    0.2927049961E+03
      1387   -0.3544000000E-01   -0.7278900799E-01    0.2734788829E+03
      1388   -0.2389000000E-01   -0.6408631540E-01    0.2499169717E+03
      1389   -0.1381300000E+00   -0.1048631098E+00    0.3603171954E+03
      1390   -0.1321200000E+00   -0.1100034979E+00    0.3742344246E+03
      1391   -0.1414200000E+00   -0.1398319266E+00    0.4549927394E+03
      1392   -0.1365300000E+00   -0.1143455334E+00    0.3859901719E+03
      1393   -0.1385900000E+00   -0.1040381183E+00    0.3580835905E+03
      1394   -0.1330000000E+00   -0.1109723206E+00    0.3768574422E+03
      1395   -0.1387700000E+00   -0.1219611683E+00    0.4066089531E+03
      1396   -0.1337000000E+00   -0.1123558145E+00    0.3806031517E+03
      1397   -0.1380300000E+00   -0.1117602978E+00    0.3789908333E+03
      1398   -0.1442300000E+00   -0.1855384979E+00    0.5787399778E+03
      1399    0.3439000000E-01    0.4328613541E-01   -0.4078617848E+02
      1400   -0.1366900000E+00   -0.1126537767E+00    0.3814098629E+03
      1401   -0.1378400000E+00   -0.1058080206E+00    0.3628754732E+03
      1402   -0.1342100000E+00   -0.1132279211E+00    0.3829643174E+03
      1403   -0.1376800000E+00   -0.1000638173E+00    0.3473234578E+03
      1404   -0.1283800000E+00   -0.1187765404E+00    0.3979868032E+03
      1405   -0.1386500000E+00   -0.1342568061E+00    0.4398985036E+03
      1406   -0.1293800000E+00   -0.1187421903E+00    0.3978938026E+03
      1407   -0.1365500000E+00   -0.1142499353E+00    0.3857313471E+03
      1408   -0.1366300000E+00   -0.1124453479E+00    0.3808455570E+03
      1409   -0.1345000000E+00   -0.1135166738E+00    0.3837460945E+03
      1410   -0.1414100000E+00   -0.1371762610E+00    0.4478027167E+03
      1411    0.3220000000E-01    0.3182681899E-01   -0.9760907503E+01
      1412   -0.1373200000E+00   -0.1024598455E+00    0.3538105311E+03
      1413   -0.1301700000E+00   -0.1192232472E+00    0.3991962294E+03
      1414   -0.1365300000E+00   -0.1246492760E+00    0.4138868103E+03
      1415   -0.1307600000E+00   -0.1189515037E+00    0.3984605036E+03
      1416   -0.1366300000E+00   -0.1014948117E+00    0.3511977716E+03
      1417   -0.1345500000E+00   -0.1148566061E+00    0.3873738643E+03
      1418   -0.1363400000E+00   -0.1106190534E+00    0.3759009968E+03
      1419   -0.1233600000E+00   -0.1200173684E+00    0.4013462554E+03
      1420   -0.1358600000E+00   -0.1279752207E+00    0.4228915653E+03
      1421   -0.1244500000E+00   -0.1207973135E+00    0.4034579002E+03
      1422   -0.1482500000E+00   -0.2038099450E+00    0.6282086004E+03
      1423    0.3551000000E-01    0.4901130933E-01   -0.5628667310E+02
      1424   -0.1356900000E+00   -0.1128963841E+00    0.3820667050E+03
      1425   -0.1311400000E+00   -0.1180472463E+00    0.3960122922E+03
      1426   -0.1365700000E+00   -0.1021761555E+00    0.3530424609E+03
      1427   -0.1253300000E+00   -0.1201425219E+00    0.4016850994E+03
      1428   -0.1347300000E+00   -0.8233701555E-01    0.2993294233E+03
      1429   -0.1343800000E+00   -0.1161158604E+00    0.3907832044E+03
      1430   -0.1259800000E+00   -0.1193730026E+00    0.3996016815E+03
      1431   -0.1354000000E+00   -0.9713304303E-01    0.3393885983E+03
      1432   -0.1358600000E+00   -0.1098603666E+00    0.3738469069E+03
      1433   -0.1313000000E+00   -0.1175155048E+00    0.3945726405E+03
      1434   -0.1416400000E+00   -0.1407275675E+00    0.4574176224E+03
      1435    0.2862000000E-01    0.1620846242E-01    0.3252466410E+02
      1436   -0.1356700000E+00   -0.1054098659E+00    0.3617974981E+03
      1437   -0.1264000000E+00   -0.1186438578E+00    0.3976275747E+03
      1438   -0.1167300000E+00   -0.1196092207E+00    0.4002412248E+03
      1439   -0.1328500000E+00   -0.1129258490E+00    0.3821464790E+03
      1440   -0.1179100000E+00   -0.1191213902E+00    0.3989204591E+03
      1441   -0.1335500000E+00   -0.1244141742E+00    0.4132502893E+03
      1442   -0.1340300000E+00   -0.1145387172E+00    0.3865132032E+03
      1443   -0.1312400000E+00   -0.1162690951E+00    0.3911980763E+03
      1444   -0.1330000000E+00   -0.9411538360E-01    0.3312185035E+03
      1445   -0.1188500000E+00   -0.1187759658E+00    0.3979852475E+03
      1446   -0.1438900000E+00   -0.1815240134E+00    0.5678710511E+03
      1447    0.3526000000E-01    0.5077890008E-01   -0.6107229728E+02
      1448   -0.1351500000E+00   -0.1090998541E+00    0.3717878745E+03
      1449   -0.1266100000E+00   -0.1170549332E+00    0.3933256762E+03
      1450   -0.1339800000E+00   -0.9487360506E-01    0.3332713333E+03
      1451   -0.1195600000E+00   -0.1179703080E+00    0.3958039872E+03
      1452   -0.1309600000E+00   -0.1148209190E+00    0.3872772440E+03
      1453   -0.1346100000E+00   -0.1031346510E+00    0.3556375180E+03
      1454   -0.1200100000E+00   -0.1165668518E+00    0.3920042310E+03
      1455   -0.1335300000E+00   -0.1125888055E+00    0.3812339581E+03
      1456   -0.1265900000E+00   -0.1153961735E+00    0.3888347042E+03
      1457   -0.1082600000E+00   -0.1155209545E+00    0.3891725397E+03
      1458   -0.1392500000E+00   -0.1292612196E+00    0.4263733143E+03
      1459    0.3181000000E-01    0.2983406789E-01   -0.4365677918E+01
      1460   -0.1302100000E+00   -0.7904818416E-01    0.2904251500E+03
      1461   -0.1311900000E+00   -0.1010465314E+00    0.3499840852E+03
      1462   -0.1095500000E+00   -0.1150070871E+00    0.3877812809E+03
      1463   -0.1342800000E+00   -0.1063786788E+00    0.3644204890E+03
      1464   -0.1202400000E+00   -0.1153004120E+00    0.3885754367E+03
      1465   -0.1311500000E+00   -0.8623417462E-01    0.3098806998E+03
      1466   -0.1105500000E+00   -0.1147050705E+00    0.3869635927E+03
      1467   -0.1304900000E+00   -0.1125976428E+00    0.3812578846E+03
      1468   -0.1263600000E+00   -0.1133632829E+00    0.3833307998E+03
      1469   -0.1326700000E+00   -0.1025132496E+00    0.3539551188E+03
      1470    0.1926000000E-01   -0.3338372805E-01    0.1667919355E+03
      1471    0.3462000000E-01    0.4597843820E-01   -0.4807539371E+02
      1472   -0.1034000000E+00   -0.1892256757E+00    0.5887227452E+03
      1473    0.3312000000E-01    0.4109614567E-01   -0.3485693956E+02
      1474   -0.1011500000E+00   -0.1740466514E+00    0.5476266341E+03
      1475   -0.7295000000E-01   -0.1150535470E+00    0.3879070677E+03
      1476   -0.9779000000E-01   -0.1156237397E+00    0.3894508231E+03
      1477   -0.8317000000E-01   -0.1150755168E+00    0.3879665492E+03
      1478   -0.9829000000E-01   -0.1116409655E+00    0.3786677498E+03
      1479   -0.7369000000E-01   -0.1149496587E+00    0.3876257976E+03
      1480   -0.9000000000E-01   -0.1143203014E+00    0.3859218580E+03
      1481   -0.8629000000E-01   -0.1071222613E+00    0.3664336848E+03
      1482   -0.5875000000E-01   -0.1101399949E+00    0.3746039804E+03
      1483   -0.9860000000E-01   -0.1139300197E+00    0.3848651985E+03
      1484   -0.7423000000E-01   -0.1143631633E+00    0.3860379035E+03
      1485   -0.1017000000E+00   -0.1403182363E+00    0.4563093878E+03
      1486   -0.9464000000E-01   -0.1146127066E+00    0.3867135242E+03
      1487   -0.8330000000E-01   -0.1138245434E+00    0.3845796292E+03
      1488   -0.8882000000E-01   -0.1061707568E+00    0.3638575550E+03
      1489   -0.6024000000E-01   -0.1110017114E+00    0.3769370155E+03
      1490   -0.9249000000E-01   -0.1063166387E+00    0.3642525198E+03
      1491   -0.6148000000E-01   -0.1111979940E+00    0.3774684365E+03
      1492   -0.9731000000E-01   -0.1133410226E+00    0.3832705316E+03
      1493   -0.9555000000E-01   -0.1118097635E+00    0.3791247583E+03
      1494   -0.7458000000E-01   -0.1137052039E+00    0.3842565260E+03
      1495   -0.6251000000E-01   -0.1112392116E+00    0.3775800301E+03
      1496   -0.1012800000E+00   -0.1154553037E+00    0.3889947947E+03
      1497   -0.8978000000E-01   -0.1133773850E+00    0.3833689801E+03
      1498   -0.8327000000E-01   -0.1128989965E+00    0.3820737779E+03
      1499   -0.9733000000E-01   -0.1126143646E+00    0.3813031576E+03
      1500   -0.6331000000E-01   -0.1111488396E+00    0.3773353545E+03
      1501   -0.9424000000E-01   -0.1140058957E+00    0.3850706273E+03
      1502   -0.7477000000E-01   -0.1127095401E+00    0.3815608384E+03
      1503   -0.9786000000E-01   -0.1123091356E+00    0.3804767720E+03
      1504   -0.6391000000E-01   -0.1108582514E+00    0.3765486080E+03
      1505   -0.8466000000E-01   -0.1048725370E+00    0.3603427188E+03
      1506   -0.4654000000E-01   -0.1016504865E+00    0.3516192499E+03
      1507   -0.1012400000E+00   -0.1541915772E+00    0.4938704556E+03
      1508   -0.8741000000E-01   -0.1046912804E+00    0.3598519797E+03
      1509   -0.4809000000E-01   -0.1033774939E+00    0.3562949976E+03
      1510   -0.8311000000E-01   -0.1113054805E+00    0.3777594485E+03
      1511   -0.9675000000E-01   -0.1113974150E+00    0.3780083545E+03
      1512   -0.6432000000E-01   -0.1100529496E+00    0.3743683115E+03
      1513   -0.9117000000E-01   -0.1064623163E+00    0.3646469313E+03
      1514   -0.4942000000E-01   -0.1047689953E+00    0.3600623871E+03
      1515   -0.8944000000E-01   -0.1119905004E+00    0.3796140904E+03
      1516   -0.7481000000E-01   -0.1112177033E+00    0.3775217979E+03
      1517   -0.9445000000E-01   -0.1115383934E+00    0.3783900434E+03
      1518   -0.1014600000E+00   -0.1249930681E+00    0.4148176026E+03
      1519   -0.5050000000E-01   -0.1056167681E+00    0.3623576709E+03
      1520   -0.9377000000E-01   -0.1134285742E+00    0.3835075712E+03
      1521   -0.9644000000E-01   -0.1138695391E+00    0.3847014519E+03
      1522   -0.6458000000E-01   -0.1097432810E+00    0.3735299062E+03
      1523   -0.5138000000E-01   -0.1060486851E+00    0.3635270549E+03
      1524   -0.8284000000E-01   -0.1099626268E+00    0.3741237692E+03
      1525   -0.7471000000E-01   -0.1103748842E+00    0.3752399263E+03
      1526   -0.9711000000E-01   -0.1097130727E+00    0.3734481193E+03
      1527   -0.5206000000E-01   -0.1064552563E+00    0.3646278169E+03
      1528   -0.8904000000E-01   -0.1103956464E+00    0.3752961385E+03
      1529   -0.1013500000E+00   -0.1364570230E+00    0.4458554318E+03
      1530   -0.6468000000E-01   -0.1095414773E+00    0.3729835372E+03
      1531   -0.9615000000E-01   -0.1109980203E+00    0.3769270223E+03
      1532   -0.5256000000E-01   -0.1064790143E+00    0.3646921400E+03
      1533   -0.8350000000E-01   -0.1063084661E+00    0.3642303931E+03
      1534   -0.3324000000E-01   -0.9475416157E-01    0.3329479487E+03
      1535   -0.8606000000E-01   -0.9767782810E-01    0.3408635645E+03
      1536   -0.3480000000E-01   -0.9649233130E-01    0.3376539176E+03
      1537   -0.9019000000E-01   -0.1071635498E+00    0.3665454704E+03
      1538   -0.3615000000E-01   -0.9817483280E-01    0.3422091688E+03
      1539   -0.7450000000E-01   -0.1095637147E+00    0.3730437434E+03
      1540   -0.9995000000E-01   -0.1020298585E+00    0.3526463724E+03
      1541   -0.9328000000E-01   -0.1117893916E+00    0.3790696027E+03
      1542   -0.5289000000E-01   -0.1061378043E+00    0.3637683387E+03
      1543   -0.9346000000E-01   -0.1112326330E+00    0.3775622192E+03
      1544   -0.8250000000E-01   -0.1099669541E+00    0.3741354850E+03
      1545   -0.6466000000E-01   -0.1086507615E+00    0.3705719887E+03
      1546   -0.3729000000E-01   -0.9957489395E-01    0.3459997332E+03
      1547   -0.9569000000E-01   -0.1113314095E+00    0.3778296494E+03
      1548   -0.3823000000E-01   -0.1002454478E+00    0.3478152092E+03
      1549   -0.8859000000E-01   -0.1096478024E+00    0.3732714047E+03
      1550   -0.5309000000E-01   -0.1060562900E+00    0.3635476445E+03
      1551   -0.1009700000E+00   -0.1540247187E+00    0.4934186982E+03
      1552   -0.9644000000E-01   -0.1120469992E+00    0.3797670566E+03
      1553   -0.3900000000E-01   -0.1006320339E+00    0.3488618631E+03
      1554   -0.7421000000E-01   -0.1081137926E+00    0.3691181842E+03
      1555   -0.6453000000E-01   -0.1079594510E+00    0.3687003154E+03
      1556   -0.9556000000E-01   -0.1105683325E+00    0.3757636734E+03
      1557   -0.3960000000E-01   -0.1010651994E+00    0.3500346276E+03
      1558   -0.8213000000E-01   -0.1088493553E+00    0.3711096670E+03
      1559   -0.5317000000E-01   -0.1059529690E+00    0.3632679104E+03
      1560   -0.9279000000E-01   -0.1101378652E+00    0.3745982145E+03
      1561   -0.4003000000E-01   -0.1014626941E+00    0.3511108156E+03
      1562   -0.1004900000E+00   -0.1158639372E+00    0.3901011404E+03
      1563   -0.8250000000E-01   -0.9660892750E-01    0.3379695934E+03
      1564   -0.1965000000E-01   -0.8828467619E-01    0.3154322846E+03
      1565   -0.8516000000E-01   -0.1009533658E+00    0.3497318460E+03
      1566   -0.2112000000E-01   -0.8977421796E-01    0.3194651113E+03
      1567   -0.8936000000E-01   -0.1062199645E+00    0.3639907815E+03
      1568   -0.6433000000E-01   -0.1074064689E+00    0.3672031562E+03
      1569   -0.2241000000E-01   -0.9135514722E-01    0.3237453630E+03
      1570   -0.9259000000E-01   -0.1068803488E+00    0.3657787243E+03
      1571   -0.2354000000E-01   -0.9289068243E-01    0.3279027136E+03
      1572   -0.7389000000E-01   -0.1072902093E+00    0.3668883920E+03
      1573   -0.1002200000E+00   -0.1392079300E+00    0.4533033138E+03
      1574   -0.5314000000E-01   -0.1055052191E+00    0.3620556600E+03
      1575   -0.8814000000E-01   -0.1092226983E+00    0.3721204662E+03
      1576   -0.4035000000E-01   -0.1016147603E+00    0.3515225238E+03
      1577   -0.9490000000E-01   -0.1118650788E+00    0.3792745203E+03
