     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
      1305   -0.4757000000E-01   -0.5771118226E-01    0.3055660599E+02   -0.1764296516E+00
      1306   -0.9825000000E-01   -0.6986908722E-01    0.4087285307E+02   -0.7243518316E+00
      1307   -0.6250000000E-01   -0.6303453645E-01    0.3496755676E+02   -0.4648953200E+00
      1308   -0.1210400000E+00   -0.7735202067E-01    0.4751480798E+02   -0.9276247175E+00
      1309   -0.4794000000E-01   -0.5708257991E-01    0.2990380429E+02   -0.2027885303E+00
      1310   -0.7542000000E-01   -0.6514206276E-01    0.3673380379E+02   -0.5699664880E+00
      1311   -0.1149700000E+00   -0.7241323429E-01    0.4326748781E+02   -0.7309917803E+00
      1312   -0.1438700000E+00   -0.1082261179E+00    0.6673430054E+02   -0.5514557088E+01
      1313   -0.4821000000E-01   -0.5639996484E-01    0.2921692563E+02   -0.2213304315E+00
      1314   -0.8727000000E-01   -0.6743600827E-01    0.3871545302E+02   -0.6572343275E+00
      1315   -0.6235000000E-01   -0.6105057637E-01    0.3313144201E+02   -0.4454047300E+00
      1316   -0.1072000000E+00   -0.6938058032E-01    0.4027012240E+02   -0.7885329271E+00
      1317   -0.4842000000E-01   -0.5568139177E-01    0.2851011888E+02   -0.2334052706E+00
      1318   -0.7505000000E-01   -0.6278112730E-01    0.3456818641E+02   -0.5378971445E+00
      1319   -0.6216000000E-01   -0.5914526466E-01    0.3137212806E+02   -0.4248488766E+00
      1320   -0.1219500000E+00   -0.1609017238E+00    0.8127263252E+02   -0.2169945992E+02
      1321   -0.9775000000E-01   -0.6784767906E-01    0.3905021270E+02   -0.6824512601E+00
      1322   -0.4853000000E-01   -0.5487452450E-01    0.2773259107E+02   -0.2395782300E+00
      1323   -0.1355800000E+00   -0.1485140998E+00    0.7304148205E+02   -0.2009704484E+02
      1324   -0.2980000000E-01   -0.4751570318E-01    0.2022147481E+02   -0.4881611952E+00
      1325   -0.1238100000E+00   -0.1521906792E+00    0.7803460270E+02   -0.1940478067E+02
      1326   -0.3058000000E-01   -0.4775062146E-01    0.2058755163E+02   -0.4223876674E+00
      1327   -0.1244200000E+00   -0.1442850536E+00    0.7225131572E+02   -0.1862497823E+02
      1328   -0.3131000000E-01   -0.4792306561E-01    0.2088165611E+02   -0.3624821547E+00
      1329   -0.1262300000E+00   -0.1378912366E+00    0.7230915812E+02   -0.1582581132E+02
      1330   -0.3198000000E-01   -0.4803032961E-01    0.2110080488E+02   -0.3086374336E+00
      1331   -0.1277600000E+00   -0.1242920830E+00    0.6656835281E+02   -0.1255755673E+02
      1332   -0.3259000000E-01   -0.4807083028E-01    0.2124346804E+02   -0.2608675878E+00
      1333   -0.1281900000E+00   -0.9845820709E-01    0.5780313795E+02   -0.5368752571E+01
      1334   -0.1406000000E+00   -0.1119472366E+00    0.7352891833E+02   -0.4016607186E+01
      1335   -0.3315000000E-01   -0.4804540123E-01    0.2131076128E+02   -0.2190231742E+00
      1336   -0.8684000000E-01   -0.6488783013E-01    0.3637497819E+02   -0.6240436366E+00
      1337   -0.4858000000E-01   -0.5393317879E-01    0.2683935141E+02   -0.2404251705E+00
      1338   -0.1274300000E+00   -0.8656178182E-01    0.5617486433E+02   -0.9555415112E+00
      1339   -0.3363000000E-01   -0.4796065358E-01    0.2130966498E+02   -0.1827744227E+00
      1340   -0.6196000000E-01   -0.5735136604E-01    0.2971811117E+02   -0.4043862358E+00
      1341   -0.1249500000E+00   -0.7880795865E-01    0.5055177249E+02   -0.1682064019E+00
      1342   -0.3406000000E-01   -0.4783026515E-01    0.2125416420E+02   -0.1516482227E+00
      1343   -0.1206400000E+00   -0.7679673403E-01    0.4707134929E+02   -0.8899077820E+00
      1344   -0.3443000000E-01   -0.4767057799E-01    0.2116085844E+02   -0.1251295174E+00
      1345   -0.1381800000E+00   -0.1280800203E+00    0.6614071340E+02   -0.1439603372E+02
      1346   -0.7471000000E-01   -0.6087661842E-01    0.3282282234E+02   -0.5113010548E+00
      1347   -0.4859000000E-01   -0.5296400321E-01    0.2592870173E+02   -0.2371766545E+00
      1348   -0.1145700000E+00   -0.7306624233E-01    0.4397195867E+02   -0.6915544026E+00
      1349   -0.3474000000E-01   -0.4749198258E-01    0.2104053429E+02   -0.1027843935E+00
      1350   -0.1067900000E+00   -0.6950825516E-01    0.4047385137E+02   -0.7506009035E+00
      1351   -0.3500000000E-01   -0.4729433456E-01    0.2089368613E+02   -0.8432384690E-01
      1352   -0.6174000000E-01   -0.5586794473E-01    0.2835675185E+02   -0.3845387562E+00
      1353   -0.4854000000E-01   -0.5212500959E-01    0.2514770945E+02   -0.2310045897E+00
      1354   -0.9736000000E-01   -0.6669359399E-01    0.3800808262E+02   -0.6592285551E+00
      1355   -0.3521000000E-01   -0.4707119701E-01    0.2071467012E+02   -0.6954111389E-01
      1356   -0.1392700000E+00   -0.1252020966E+00    0.8339668281E+02   -0.5245607529E+01
      1357   -0.8649000000E-01   -0.6308257733E-01    0.3471512491E+02   -0.6013300496E+00
      1358   -0.3536000000E-01   -0.4681870255E-01    0.2050021898E+02   -0.5825537334E-01
      1359   -0.4845000000E-01   -0.5144854344E-01    0.2452529134E+02   -0.2226930986E+00
      1360   -0.7442000000E-01   -0.5950828503E-01    0.3157566827E+02   -0.4890608488E+00
      1361   -0.3547000000E-01   -0.4654032381E-01    0.2025405968E+02   -0.5026574879E-01
      1362   -0.6153000000E-01   -0.5482346788E-01    0.2740853176E+02   -0.3658413190E+00
      1363   -0.3552000000E-01   -0.4624504463E-01    0.1998514730E+02   -0.4536708311E-01
      1364   -0.4834000000E-01   -0.5086745230E-01    0.2399667382E+02   -0.2127847441E+00
      1365   -0.3554000000E-01   -0.4594265830E-01    0.1970318921E+02   -0.4336071865E-01
      1366   -0.3551000000E-01   -0.4564248759E-01    0.1941743468E+02   -0.4405374856E-01
      1367   -0.1361500000E+00   -0.1487353675E+00    0.7492248022E+02   -0.1933158962E+02
      1368   -0.1219000000E+00   -0.1555604592E+00    0.8377588281E+02   -0.1823685146E+02
      1369   -0.1237000000E+00   -0.1562005313E+00    0.7893868398E+02   -0.2072962615E+02
      1370   -0.1242900000E+00   -0.1448158924E+00    0.7311185192E+02   -0.1846109167E+02
      1371   -0.1261200000E+00   -0.1375588493E+00    0.7211416436E+02   -0.1577096954E+02
      1372   -0.1275900000E+00   -0.1251222108E+00    0.6765269372E+02   -0.1242096483E+02
      1373   -0.1280000000E+00   -0.1004015721E+00    0.5874124928E+02   -0.5781882078E+01
      1374   -0.1272600000E+00   -0.9497850864E-01    0.6389325353E+02   -0.1070797944E+01
      1375   -0.1247600000E+00   -0.7952369149E-01    0.5130979845E+02   -0.1314439336E+00
      1376   -0.1204200000E+00   -0.7760025727E-01    0.4783920779E+02   -0.8867127666E+00
      1377   -0.1143500000E+00   -0.7322924473E-01    0.4414321950E+02   -0.6838110368E+00
      1378   -0.1472600000E+00   -0.1440173559E+00    0.9952526805E+02   -0.6018715417E+01
      1379    0.2391000000E-01    0.6076054592E-01   -0.1117305444E+03   -0.1396194375E+02
      1380   -0.1393900000E+00   -0.1040218749E+00    0.7275997800E+02   -0.9319134218E+00
      1381   -0.1065500000E+00   -0.7027113397E-01    0.4121598443E+02   -0.7415614696E+00
      1382   -0.9711000000E-01   -0.6602592766E-01    0.3739400455E+02   -0.6509137568E+00
      1383   -0.8624000000E-01   -0.6231747489E-01    0.3402331539E+02   -0.5863594125E+00
      1384   -0.7419000000E-01   -0.5875263670E-01    0.3090026599E+02   -0.4706762510E+00
      1385   -0.6134000000E-01   -0.5401653992E-01    0.2668244345E+02   -0.3484311108E+00
      1386   -0.4820000000E-01   -0.5031200555E-01    0.2349491378E+02   -0.2016976258E+00
      1387   -0.3544000000E-01   -0.4535140566E-01    0.1913465670E+02   -0.4732500561E-01
      1388   -0.2389000000E-01   -0.4101497395E-01    0.1391343648E+02   -0.5579030792E+00
      1389   -0.1381300000E+00   -0.1274047284E+00    0.6660928486E+02   -0.1388861000E+02
      1390   -0.1321200000E+00   -0.1538152630E+00    0.7300307420E+02   -0.2241348244E+02
      1391   -0.1414200000E+00   -0.1000759991E+00    0.6148771693E+02   -0.4382945529E+01
      1392   -0.1365300000E+00   -0.1480364637E+00    0.7384402407E+02   -0.1952239185E+02
      1393   -0.1385900000E+00   -0.1041178939E+00    0.6429314011E+02   -0.4850961959E+01
      1394   -0.1330000000E+00   -0.1546761769E+00    0.7379715038E+02   -0.2242316842E+02
      1395   -0.1387700000E+00   -0.1016871256E+00    0.6366547110E+02   -0.4084302259E+01
      1396   -0.1337000000E+00   -0.1547893163E+00    0.7505877272E+02   -0.2189446818E+02
      1397   -0.1380300000E+00   -0.9846786649E-01    0.6577770763E+02   -0.1720966930E+01
      1398   -0.1442300000E+00   -0.1384063613E+00    0.9714898760E+02   -0.4673732091E+01
      1399    0.3439000000E-01    0.4078994090E-01   -0.1201654674E+03   -0.2648498814E+02
      1400   -0.1366900000E+00   -0.1433350517E+00    0.7346354051E+02   -0.1765786863E+02
      1401   -0.1378400000E+00   -0.1293229308E+00    0.6922828553E+02   -0.1352106019E+02
      1402   -0.1342100000E+00   -0.1527769423E+00    0.7552304302E+02   -0.2080918872E+02
      1403   -0.1376800000E+00   -0.1024199726E+00    0.6143922239E+02   -0.5421617520E+01
      1404   -0.1283800000E+00   -0.1535105478E+00    0.7819232130E+02   -0.1990491384E+02
      1405   -0.1386500000E+00   -0.9835582011E-01    0.6780501824E+02   -0.7439659898E+00
      1406   -0.1293800000E+00   -0.1546483258E+00    0.7846500182E+02   -0.2027343640E+02
      1407   -0.1365500000E+00   -0.9345037634E-01    0.6029601080E+02   -0.2055490035E+01
      1408   -0.1366300000E+00   -0.1395769533E+00    0.7457264609E+02   -0.1552025206E+02
      1409   -0.1345000000E+00   -0.1489477417E+00    0.7562581169E+02   -0.1910159324E+02
      1410   -0.1414100000E+00   -0.1128821769E+00    0.7425503498E+02   -0.4089516962E+01
      1411    0.3220000000E-01    0.4865537767E-01   -0.1178888857E+03   -0.2203157625E+02
      1412   -0.1373200000E+00   -0.1204744377E+00    0.6770407707E+02   -0.1038192757E+02
      1413   -0.1301700000E+00   -0.1562705777E+00    0.7894752309E+02   -0.2075595383E+02
      1414   -0.1365300000E+00   -0.1078216557E+00    0.7595209307E+02   -0.1117850606E+01
      1415   -0.1307600000E+00   -0.1551345056E+00    0.7870982793E+02   -0.2037214943E+02
      1416   -0.1366300000E+00   -0.1027263278E+00    0.6444191015E+02   -0.4179379926E+01
      1417   -0.1345500000E+00   -0.1451241071E+00    0.7674397787E+02   -0.1693140762E+02
      1418   -0.1363400000E+00   -0.1336918691E+00    0.7479525994E+02   -0.1286623958E+02
      1419   -0.1233600000E+00   -0.1527555660E+00    0.7791036030E+02   -0.1970664087E+02
      1420   -0.1358600000E+00   -0.9605057755E-01    0.6427454083E+02   -0.1361088982E+01
      1421   -0.1244500000E+00   -0.1550500390E+00    0.7904431539E+02   -0.2018234116E+02
      1422   -0.1482500000E+00   -0.1413209837E+00    0.9839928615E+02   -0.5365080269E+01
      1423    0.3551000000E-01    0.3627357640E-01   -0.1216175073E+03   -0.2910847431E+02
      1424   -0.1356900000E+00   -0.8871260997E-01    0.5943154483E+02   -0.3968427212E+00
      1425   -0.1311400000E+00   -0.1535410020E+00    0.7825851246E+02   -0.1988780790E+02
      1426   -0.1365700000E+00   -0.1109051597E+00    0.6683462514E+02   -0.6630379272E+01
      1427   -0.1253300000E+00   -0.1557338210E+00    0.7949770784E+02   -0.2027123090E+02
      1428   -0.1347300000E+00   -0.7913377259E-01    0.4902260342E+02   -0.1009782431E+01
      1429   -0.1343800000E+00   -0.1424681060E+00    0.7923751918E+02   -0.1463770954E+02
      1430   -0.1259800000E+00   -0.1575653752E+00    0.8106967703E+02   -0.2034559679E+02
      1431   -0.1354000000E+00   -0.1033496112E+00    0.6641952337E+02   -0.3544013668E+01
      1432   -0.1358600000E+00   -0.1282212994E+00    0.7690739352E+02   -0.9526670874E+01
      1433   -0.1313000000E+00   -0.1522222378E+00    0.7981070959E+02   -0.1860509337E+02
      1434   -0.1416400000E+00   -0.1148037573E+00    0.7826347478E+02   -0.3087134859E+01
      1435    0.2862000000E-01    0.4993723291E-01   -0.1147482594E+03   -0.2003744212E+02
      1436   -0.1356700000E+00   -0.1092751710E+00    0.7066125847E+02   -0.4171118450E+01
      1437   -0.1264000000E+00   -0.1576606530E+00    0.8131455586E+02   -0.2027477114E+02
      1438   -0.1167300000E+00   -0.1525860328E+00    0.7770758098E+02   -0.1972598613E+02
      1439   -0.1328500000E+00   -0.8891761483E-01    0.5824345684E+02   -0.1029830963E+01
      1440   -0.1179100000E+00   -0.1548540808E+00    0.7997887975E+02   -0.1966937776E+02
      1441   -0.1335500000E+00   -0.1177984445E+00    0.7130369804E+02   -0.7573027929E+01
      1442   -0.1340300000E+00   -0.1377816171E+00    0.8048436397E+02   -0.1203441857E+02
      1443   -0.1312400000E+00   -0.1478336919E+00    0.8030728696E+02   -0.1647459224E+02
      1444   -0.1330000000E+00   -0.9093915444E-01    0.5353621040E+02   -0.4062166784E+01
      1445   -0.1188500000E+00   -0.1559705830E+00    0.8057636361E+02   -0.1987992954E+02
      1446   -0.1438900000E+00   -0.1364443226E+00    0.9581683117E+02   -0.4432958733E+01
      1447    0.3526000000E-01    0.3730011337E-01   -0.1222115071E+03   -0.2893534042E+02
      1448   -0.1351500000E+00   -0.1206908415E+00    0.7702357183E+02   -0.6207884759E+01
      1449   -0.1266100000E+00   -0.1554519645E+00    0.8080888367E+02   -0.1954854753E+02
      1450   -0.1339800000E+00   -0.9454870184E-01    0.6095305741E+02   -0.2230882565E+01
      1451   -0.1195600000E+00   -0.1562288938E+00    0.8048737924E+02   -0.2003269659E+02
      1452   -0.1309600000E+00   -0.1422035261E+00    0.8008952506E+02   -0.1413279627E+02
      1453   -0.1346100000E+00   -0.1008804545E+00    0.6685135003E+02   -0.2275508128E+01
      1454   -0.1200100000E+00   -0.1559336070E+00    0.7989122949E+02   -0.2017765383E+02
      1455   -0.1335300000E+00   -0.1289770188E+00    0.7933184365E+02   -0.8744105420E+01
      1456   -0.1265900000E+00   -0.1503783485E+00    0.7991715242E+02   -0.1775674530E+02
      1457   -0.1082600000E+00   -0.1500952646E+00    0.7658546380E+02   -0.1915974127E+02
      1458   -0.1392500000E+00   -0.1060823623E+00    0.7271226875E+02   -0.1847292047E+01
      1459    0.3181000000E-01    0.5098098274E-01   -0.1188220447E+03   -0.2145042048E+02
      1460   -0.1302100000E+00   -0.8252974825E-01    0.3892924085E+02   -0.7104727806E+01
      1461   -0.1311900000E+00   -0.1184699786E+00    0.5342508004E+02   -0.1605179713E+02
      1462   -0.1095500000E+00   -0.1504027293E+00    0.7713092448E+02   -0.1904327820E+02
      1463   -0.1342800000E+00   -0.1095975033E+00    0.7321163644E+02   -0.3142945755E+01
      1464   -0.1202400000E+00   -0.1530358336E+00    0.7917209416E+02   -0.1925036463E+02
      1465   -0.1311500000E+00   -0.9189591846E-01    0.5448894934E+02   -0.4040758145E+01
      1466   -0.1105500000E+00   -0.1510086674E+00    0.7747344611E+02   -0.1914918450E+02
      1467   -0.1304900000E+00   -0.1338302425E+00    0.7895048223E+02   -0.1102335058E+02
      1468   -0.1263600000E+00   -0.1441662224E+00    0.7875611680E+02   -0.1559455692E+02
      1469   -0.1326700000E+00   -0.9850551485E-01    0.6447491652E+02   -0.2333909634E+01
      1470    0.1926000000E-01    0.8813276535E-01   -0.1075842462E+03   -0.1931769593E+00
      1471    0.3462000000E-01    0.4174238915E-01   -0.1207852561E+03   -0.2635579290E+02
      1472   -0.1034000000E+00   -0.1406343732E+00    0.1019474429E+03   -0.3442444343E+01
      1473    0.3312000000E-01    0.4435071690E-01   -0.1193295518E+03   -0.2455804847E+02
      1474   -0.1011500000E+00   -0.1299957340E+00    0.9620091005E+02   -0.1460639292E+01
      1475   -0.7295000000E-01   -0.1329202419E+00    0.7964220866E+02   -0.1031195108E+02
      1476   -0.9779000000E-01   -0.1307758913E+00    0.8231946683E+02   -0.8155996591E+01
      1477   -0.8317000000E-01   -0.1321911943E+00    0.8032226629E+02   -0.9684365596E+01
      1478   -0.9829000000E-01   -0.1361711713E+00    0.8016472812E+02   -0.1148242703E+02
      1479   -0.7369000000E-01   -0.1312545776E+00    0.7964789927E+02   -0.9587029978E+01
      1480   -0.9000000000E-01   -0.1299742538E+00    0.8073502107E+02   -0.8533967531E+01
      1481   -0.8629000000E-01   -0.1328077482E+00    0.6230184683E+02   -0.1820423096E+02
      1482   -0.5875000000E-01   -0.1252670721E+00    0.7583251408E+02   -0.8737814420E+01
      1483   -0.9860000000E-01   -0.1312389516E+00    0.8104797879E+02   -0.8939083771E+01
      1484   -0.7423000000E-01   -0.1278888606E+00    0.7925535634E+02   -0.8307253318E+01
      1485   -0.1017000000E+00   -0.1204103765E+00    0.8453131144E+02   -0.2648072742E+01
      1486   -0.9464000000E-01   -0.1281499878E+00    0.8095720803E+02   -0.7641123785E+01
      1487   -0.8330000000E-01   -0.1287303230E+00    0.7971965904E+02   -0.8459524747E+01
      1488   -0.8882000000E-01   -0.1352851211E+00    0.6313453208E+02   -0.1889721301E+02
      1489   -0.6024000000E-01   -0.1247420356E+00    0.7647836594E+02   -0.8214362924E+01
      1490   -0.9249000000E-01   -0.1422740090E+00    0.6970423552E+02   -0.1891933089E+02
      1491   -0.6148000000E-01   -0.1236642207E+00    0.7671771779E+02   -0.7637356846E+01
      1492   -0.9731000000E-01   -0.1277089216E+00    0.8051503302E+02   -0.7652350648E+01
      1493   -0.9555000000E-01   -0.1310172625E+00    0.7186643683E+02   -0.1304765882E+02
      1494   -0.7458000000E-01   -0.1247850122E+00    0.7896401461E+02   -0.7094690583E+01
      1495   -0.6251000000E-01   -0.1222249512E+00    0.7682987029E+02   -0.6961857305E+01
      1496   -0.1012800000E+00   -0.1185599844E+00    0.7360686421E+02   -0.6848528825E+01
      1497   -0.8978000000E-01   -0.1248446421E+00    0.8012728658E+02   -0.6587825746E+01
      1498   -0.8327000000E-01   -0.1250137035E+00    0.7939437891E+02   -0.6996776133E+01
      1499   -0.9733000000E-01   -0.1280565620E+00    0.7321899091E+02   -0.1114434588E+02
      1500   -0.6331000000E-01   -0.1197185493E+00    0.7680114373E+02   -0.5888111880E+01
      1501   -0.9424000000E-01   -0.1241907183E+00    0.8042974298E+02   -0.6165741095E+01
      1502   -0.7477000000E-01   -0.1210373806E+00    0.7853272688E+02   -0.5667040010E+01
      1503   -0.9786000000E-01   -0.1309350951E+00    0.7951998650E+02   -0.9507064393E+01
      1504   -0.6391000000E-01   -0.1166768535E+00    0.7659207865E+02   -0.4664822833E+01
      1505   -0.8466000000E-01   -0.1436999661E+00    0.6594040660E+02   -0.2126135198E+02
      1506   -0.4654000000E-01   -0.1080756387E+00    0.6979775649E+02   -0.4046384392E+01
      1507   -0.1012400000E+00   -0.1204081151E+00    0.8889788443E+02   -0.6474088641E+00
      1508   -0.8741000000E-01   -0.1583582310E+00    0.7430006021E+02   -0.2378958183E+02
      1509   -0.4809000000E-01   -0.1082025885E+00    0.7053458359E+02   -0.3764004314E+01
      1510   -0.8311000000E-01   -0.1185724666E+00    0.7849618651E+02   -0.4614864154E+01
      1511   -0.9675000000E-01   -0.1264338967E+00    0.7951978806E+02   -0.7555211258E+01
      1512   -0.6432000000E-01   -0.1130474425E+00    0.7574876901E+02   -0.3477125068E+01
      1513   -0.9117000000E-01   -0.1371453725E+00    0.6872279910E+02   -0.1714474971E+02
      1514   -0.4942000000E-01   -0.1077240567E+00    0.7069578912E+02   -0.3482664555E+01
      1515   -0.8944000000E-01   -0.1192919366E+00    0.7919251993E+02   -0.4607974551E+01
      1516   -0.7481000000E-01   -0.1162244964E+00    0.7769767492E+02   -0.3962347608E+01
      1517   -0.9445000000E-01   -0.1420784282E+00    0.7928738818E+02   -0.1444588818E+02
      1518   -0.1014600000E+00   -0.1251524273E+00    0.7978012018E+02   -0.6880282484E+01
      1519   -0.5050000000E-01   -0.1057645133E+00    0.6955104290E+02   -0.3157148297E+01
      1520   -0.9377000000E-01   -0.1217154700E+00    0.8015741498E+02   -0.5217063348E+01
      1521   -0.9644000000E-01   -0.1431608204E+00    0.8365821787E+02   -0.1291363485E+02
      1522   -0.6458000000E-01   -0.1093269911E+00    0.7364249726E+02   -0.2828324346E+01
      1523   -0.5138000000E-01   -0.1000852414E+00    0.6487929961E+02   -0.2833769576E+01
      1524   -0.8284000000E-01   -0.1127577418E+00    0.7734965740E+02   -0.2618365522E+01
      1525   -0.7471000000E-01   -0.1108345771E+00    0.7549922228E+02   -0.2631796858E+01
      1526   -0.9711000000E-01   -0.1336273861E+00    0.7935169277E+02   -0.1075164656E+02
      1527   -0.5206000000E-01   -0.9777365201E-01    0.6312342609E+02   -0.2635455893E+01
      1528   -0.8904000000E-01   -0.1144348406E+00    0.7831897910E+02   -0.2901735832E+01
      1529   -0.1013500000E+00   -0.1234649993E+00    0.8378588924E+02   -0.4314077455E+01
      1530   -0.6468000000E-01   -0.1014040191E+00    0.6671520423E+02   -0.2564900123E+01
      1531   -0.9615000000E-01   -0.1269041528E+00    0.7952871137E+02   -0.7755051307E+01
      1532   -0.5256000000E-01   -0.9569268409E-01    0.6149786299E+02   -0.2477475204E+01
      1533   -0.8350000000E-01   -0.1441490644E+00    0.7413950749E+02   -0.1770130433E+02
      1534   -0.3324000000E-01   -0.8702125755E-01    0.5303200411E+02   -0.2594073915E+01
      1535   -0.8606000000E-01   -0.1220380993E+00    0.5872997027E+02   -0.1516972421E+02
      1536   -0.3480000000E-01   -0.8748012834E-01    0.5355977759E+02   -0.2551367961E+01
      1537   -0.9019000000E-01   -0.1393278161E+00    0.7702195832E+02   -0.1429054502E+02
      1538   -0.3615000000E-01   -0.8759909019E-01    0.5387633461E+02   -0.2457987658E+01
      1539   -0.7450000000E-01   -0.1005066926E+00    0.6655456099E+02   -0.2249341624E+01
      1540   -0.9995000000E-01   -0.1234723824E+00    0.6878206854E+02   -0.1118831693E+02
      1541   -0.9328000000E-01   -0.1189320380E+00    0.7912597193E+02   -0.4482380402E+01
      1542   -0.5289000000E-01   -0.9346758109E-01    0.5973561354E+02   -0.2319586221E+01
      1543   -0.9346000000E-01   -0.1414457080E+00    0.7925450140E+02   -0.1418656973E+02
      1544   -0.8250000000E-01   -0.1044034301E+00    0.7012784216E+02   -0.2302768069E+01
      1545   -0.6466000000E-01   -0.9667773098E-01    0.6297091475E+02   -0.2230052850E+01
      1546   -0.3729000000E-01   -0.8745491369E-01    0.5395802314E+02   -0.2358056070E+01
      1547   -0.9569000000E-01   -0.1269054735E+00    0.7131430100E+02   -0.1151743412E+02
      1548   -0.3823000000E-01   -0.8677348275E-01    0.5355341912E+02   -0.2247843082E+01
      1549   -0.8859000000E-01   -0.1104743549E+00    0.7653543731E+02   -0.2001049248E+01
      1550   -0.5309000000E-01   -0.9117236354E-01    0.5798068102E+02   -0.2127941266E+01
      1551   -0.1009700000E+00   -0.1172755985E+00    0.8503569117E+02   -0.1057694710E+01
      1552   -0.9644000000E-01   -0.1358259561E+00    0.8098660344E+02   -0.1095634463E+02
      1553   -0.3900000000E-01   -0.8578314638E-01    0.5288427331E+02   -0.2124820880E+01
      1554   -0.7421000000E-01   -0.9550170300E-01    0.6228836953E+02   -0.2032641806E+01
      1555   -0.6453000000E-01   -0.9286886191E-01    0.5992066420E+02   -0.1975207318E+01
      1556   -0.9556000000E-01   -0.1262179742E+00    0.7867728184E+02   -0.7847404355E+01
      1557   -0.3960000000E-01   -0.8468375006E-01    0.5213396162E+02   -0.1991674968E+01
      1558   -0.8213000000E-01   -0.9838797975E-01    0.6487887022E+02   -0.2097948930E+01
      1559   -0.5317000000E-01   -0.8863731062E-01    0.5608053695E+02   -0.1898791736E+01
      1560   -0.9279000000E-01   -0.1168967396E+00    0.7810341762E+02   -0.4068054913E+01
      1561   -0.4003000000E-01   -0.8363803140E-01    0.5139729832E+02   -0.1875556051E+01
      1562   -0.1004900000E+00   -0.1309388343E+00    0.7664201439E+02   -0.1082666053E+02
      1563   -0.8250000000E-01   -0.1373315383E+00    0.6920378529E+02   -0.1700521164E+02
      1564   -0.1965000000E-01   -0.7397152963E-01    0.4232150168E+02   -0.1839963079E+01
      1565   -0.8516000000E-01   -0.1313724426E+00    0.6932908449E+02   -0.1436366954E+02
      1566   -0.2112000000E-01   -0.7462570821E-01    0.4295004398E+02   -0.1835804981E+01
      1567   -0.8936000000E-01   -0.1351457087E+00    0.7588671779E+02   -0.1299686103E+02
      1568   -0.6433000000E-01   -0.8989453222E-01    0.5749018735E+02   -0.1798432722E+01
      1569   -0.2241000000E-01   -0.7516450621E-01    0.4352861238E+02   -0.1804497790E+01
      1570   -0.9259000000E-01   -0.1281370659E+00    0.6993091237E+02   -0.1268504030E+02
      1571   -0.2354000000E-01   -0.7554935079E-01    0.4399886656E+02   -0.1756031488E+01
      1572   -0.7389000000E-01   -0.9239037584E-01    0.5960614223E+02   -0.1911748038E+01
      1573   -0.1002200000E+00   -0.1198465480E+00    0.8113792622E+02   -0.3957577958E+01
      1574   -0.5314000000E-01   -0.8624397069E-01    0.5421322177E+02   -0.1716061953E+01
      1575   -0.8814000000E-01   -0.1033850381E+00    0.7026700162E+02   -0.1797414099E+01
      1576   -0.4035000000E-01   -0.8244585298E-01    0.5052357185E+02   -0.1758693310E+01
      1577   -0.9490000000E-01   -0.1299686629E+00    0.7392356016E+02   -0.1165086888E+02
      1578   -0.2450000000E-01   -0.7571634280E-01    0.4426779424E+02   -0.1705291435E+01
      1579   -0.9583000000E-01   -0.1305069163E+00    0.7848428085E+02   -0.9795688753E+01
      1580   -0.2532000000E-01   -0.7572205473E-01    0.4438486729E+02   -0.1654154514E+01
      1581   -0.8173000000E-01   -0.9452690429E-01    0.6177358047E+02   -0.1845669441E+01
      1582   -0.4055000000E-01   -0.8080508581E-01    0.4927279928E+02   -0.1619969336E+01
      1583   -0.9503000000E-01   -0.1254282616E+00    0.7773815094E+02   -0.7935022991E+01
      1584   -0.1024200000E+00   -0.1216977266E+00    0.8661040928E+02   -0.2254203762E+01
      1585    0.3512000000E-01    0.3798310080E-01   -0.1224991772E+03   -0.2877090227E+02
      1586   -0.1015000000E+00   -0.1307317631E+00    0.8286927545E+02   -0.7885074143E+01
      1587   -0.2600000000E-01   -0.7547041839E-01    0.4427624763E+02   -0.1594775101E+01
      1588   -0.6407000000E-01   -0.8709160526E-01    0.5514934062E+02   -0.1654940556E+01
      1589   -0.5303000000E-01   -0.8382020016E-01    0.5225012622E+02   -0.1563998804E+01
      1590   -0.9233000000E-01   -0.1157479400E+00    0.7767364817E+02   -0.3766692104E+01
      1591   -0.2655000000E-01   -0.7506663538E-01    0.4404949200E+02   -0.1523517971E+01
      1592   -0.7355000000E-01   -0.8892412570E-01    0.5669579349E+02   -0.1741410762E+01
      1593   -0.4064000000E-01   -0.7906577550E-01    0.4791921542E+02   -0.1485594840E+01
      1594   -0.8773000000E-01   -0.9963779354E-01    0.6700750240E+02   -0.1665117987E+01
      1595   -0.2698000000E-01   -0.7450987084E-01    0.4369852844E+02   -0.1442801766E+01
      1596   -0.5288000000E-01   -0.8157923337E-01    0.5039073411E+02   -0.1443717221E+01
      1597   -0.1009100000E+00   -0.1314003466E+00    0.7718107421E+02   -0.1077993150E+02
      1598   -0.8181000000E-01   -0.1317258191E+00    0.7381795353E+02   -0.1246122222E+02
      1599   -0.7110000000E-02   -0.6445758794E-01    0.3450855811E+02   -0.1292200990E+01
      1600   -0.8466000000E-01   -0.1335986197E+00    0.7401705089E+02   -0.1318218480E+02
      1601   -0.6380000000E-01   -0.8479962251E-01    0.5323000160E+02   -0.1539988746E+01
