     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
      4517   -0.4197600000E+00   -0.3895496865E+00    0.2819733502E+03   -0.2894121248E+02
      4518    0.6239000000E-01    0.8220802133E-01   -0.1308902497E+03   -0.1343548484E+02
      4519   -0.4538000000E+00   -0.3866631761E+00    0.2810126331E+03   -0.2812944052E+02
      4520    0.6483000000E-01    0.8304090024E-01   -0.1311430113E+03   -0.1319005984E+02
      4521    0.4559000000E-01    0.7454568038E-01   -0.1062736950E+03   -0.5485044141E+01
      4522    0.5619000000E-01    0.6503735073E-01   -0.1186776351E+03   -0.1528874579E+02
      4523    0.6848000000E-01    0.8461001653E-01   -0.1315731235E+03   -0.1270658376E+02
      4524    0.7320000000E-01    0.8659784859E-01   -0.1321007329E+03   -0.1208618074E+02
      4525    0.7884000000E-01    0.8920339441E-01   -0.1328075262E+03   -0.1127996396E+02
      4526    0.8516000000E-01    0.9195479506E-01   -0.1335308081E+03   -0.1041804825E+02
      4527    0.9184000000E-01    0.9490176873E-01   -0.1343658677E+03   -0.9522511209E+01
      4528    0.9860000000E-01    0.9700521281E-01   -0.1346759089E+03   -0.8752337143E+01
      4529    0.1050400000E+00    0.9883113347E-01   -0.1350131583E+03   -0.8114971128E+01
      4530    0.1108100000E+00    0.1002819392E+00   -0.1355080596E+03   -0.7712470737E+01
      4531   -0.4156300000E+00   -0.4528796742E+00    0.3659803404E+03   -0.1793303798E+02
      4532    0.5654000000E-01    0.5996968560E-01   -0.1207710496E+03   -0.1844502253E+02
      4533   -0.4251800000E+00   -0.4375608952E+00    0.3680955665E+03   -0.1032137851E+02
      4534   -0.3443300000E+00   -0.3183524804E+00    0.2340879879E+03   -0.1999577765E+02
      4535   -0.3759500000E+00   -0.2812110775E+00    0.2263076850E+03   -0.7452423126E+01
      4536   -0.3544200000E+00   -0.3147675777E+00    0.2376519652E+03   -0.1680905267E+02
      4537   -0.3873100000E+00   -0.2670227195E+00    0.2153969252E+03   -0.6296253889E+01
      4538   -0.3443800000E+00   -0.3167335582E+00    0.2345137169E+03   -0.1909876859E+02
      4539   -0.3620100000E+00   -0.2980442954E+00    0.2336389150E+03   -0.1139479022E+02
      4540   -0.4237200000E+00   -0.2852407006E+00    0.2243106802E+03   -0.1011440200E+02
      4541   -0.3291500000E+00   -0.3031777263E+00    0.2239835727E+03   -0.1804259033E+02
      4542   -0.3812000000E+00   -0.2719179749E+00    0.2202495062E+03   -0.6196828902E+01
      4543   -0.3441000000E+00   -0.3134280227E+00    0.2344813980E+03   -0.1768012411E+02
      4544   -0.4021100000E+00   -0.3460931773E+00    0.2975313025E+03   -0.2971499801E+01
      4545   -0.3688900000E+00   -0.2835940006E+00    0.2271131688E+03   -0.8116904029E+01
      4546   -0.3536500000E+00   -0.3068571498E+00    0.2352664281E+03   -0.1447115949E+02
      4547   -0.4106400000E+00   -0.2823876659E+00    0.2230920890E+03   -0.9435240874E+01
      4548   -0.3303200000E+00   -0.3047453943E+00    0.2247643808E+03   -0.1836483629E+02
      4549   -0.4006300000E+00   -0.2966558588E+00    0.2380474585E+03   -0.8773791207E+01
      4550   -0.3310900000E+00   -0.3055829995E+00    0.2255995341E+03   -0.1834560306E+02
      4551   -0.3748000000E+00   -0.2725766899E+00    0.2208094964E+03   -0.6226031635E+01
      4552   -0.3927400000E+00   -0.2696607113E+00    0.2155361885E+03   -0.7376442686E+01
      4553   -0.3435000000E+00   -0.3083828761E+00    0.2336438194E+03   -0.1587586826E+02
      4554   -0.3314700000E+00   -0.3055830087E+00    0.2266164656E+03   -0.1787990070E+02
      4555   -0.3931000000E+00   -0.3382970613E+00    0.2908321897E+03   -0.2658590928E+01
      4556   -0.3608400000E+00   -0.2869112604E+00    0.2292862862E+03   -0.8560248635E+01
      4557   -0.3526000000E+00   -0.2970576742E+00    0.2320883647E+03   -0.1167702054E+02
      4558   -0.3861000000E+00   -0.2738674039E+00    0.2215334179E+03   -0.6454227854E+01
      4559   -0.3315000000E+00   -0.3042147258E+00    0.2272913295E+03   -0.1697748938E+02
      4560   -0.3676300000E+00   -0.2719346649E+00    0.2199629645E+03   -0.6335288993E+01
      4561   -0.3426500000E+00   -0.3011862516E+00    0.2315857380E+03   -0.1369755671E+02
      4562   -0.3798200000E+00   -0.2677108883E+00    0.2172284037E+03   -0.5755947963E+01
      4563   -0.3311800000E+00   -0.3014677960E+00    0.2276810676E+03   -0.1560780212E+02
      4564   -0.4233000000E+00   -0.3115938935E+00    0.2426469111E+03   -0.1314533681E+02
      4565   -0.3135100000E+00   -0.2858980775E+00    0.2170573874E+03   -0.1372113728E+02
      4566   -0.4128300000E+00   -0.3707003778E+00    0.3138215543E+03   -0.6182246550E+01
      4567   -0.4100300000E+00   -0.3183284725E+00    0.2439158659E+03   -0.1548466492E+02
      4568   -0.3147500000E+00   -0.2877527225E+00    0.2178265081E+03   -0.1417318301E+02
      4569   -0.3513500000E+00   -0.2859018235E+00    0.2281236628E+03   -0.8654932781E+01
      4570   -0.3735100000E+00   -0.2659057400E+00    0.2162184850E+03   -0.5435640505E+01
      4571   -0.3305500000E+00   -0.2970600738E+00    0.2272929765E+03   -0.1387412133E+02
      4572   -0.3996800000E+00   -0.2735988378E+00    0.2139140982E+03   -0.9827051014E+01
      4573   -0.3155700000E+00   -0.2887909379E+00    0.2184927539E+03   -0.1431829604E+02
      4574   -0.3594900000E+00   -0.2717770128E+00    0.2197347390E+03   -0.6371439644E+01
      4575   -0.3415500000E+00   -0.2919780313E+00    0.2287538042E+03   -0.1100130456E+02
      4576   -0.3916900000E+00   -0.2750311752E+00    0.2186965554E+03   -0.8258045512E+01
      4577   -0.3945500000E+00   -0.3404910148E+00    0.2911197410E+03   -0.3478313705E+01
      4578   -0.3160000000E+00   -0.2887114217E+00    0.2190612393E+03   -0.1402347449E+02
      4579   -0.3662600000E+00   -0.2673168452E+00    0.2177947893E+03   -0.5325693484E+01
      4580   -0.3847500000E+00   -0.2714092953E+00    0.2182291530E+03   -0.6901465948E+01
      4581   -0.3296600000E+00   -0.2908217215E+00    0.2259734811E+03   -0.1177312702E+02
      4582   -0.3160500000E+00   -0.2874659109E+00    0.2194918658E+03   -0.1328615245E+02
      4583   -0.3499600000E+00   -0.2739707666E+00    0.2222183593E+03   -0.6185380457E+01
      4584   -0.3402400000E+00   -0.2809979106E+00    0.2247720648E+03   -0.8063224504E+01
      4585   -0.3785400000E+00   -0.2663666691E+00    0.2159411773E+03   -0.5762516097E+01
      4586   -0.3157700000E+00   -0.2848782888E+00    0.2195070999E+03   -0.1215705400E+02
      4587   -0.3580500000E+00   -0.2622097965E+00    0.2135749677E+03   -0.5043500597E+01
      4588   -0.4035000000E+00   -0.3505300903E+00    0.3026063843E+03   -0.2571419870E+01
      4589   -0.3285100000E+00   -0.2824832740E+00    0.2235317960E+03   -0.9275336371E+01
      4590   -0.3721300000E+00   -0.2644282119E+00    0.2157065373E+03   -0.5029358409E+01
      4591   -0.3151800000E+00   -0.2806027318E+00    0.2187337705E+03   -0.1065710749E+02
      4592   -0.4228700000E+00   -0.2932878176E+00    0.2271557451E+03   -0.1230112843E+02
      4593   -0.2946300000E+00   -0.2586234102E+00    0.2012542661E+03   -0.9130561273E+01
      4594   -0.4095300000E+00   -0.2902708525E+00    0.2216225041E+03   -0.1352678372E+02
      4595   -0.2959800000E+00   -0.2608911728E+00    0.2027880155E+03   -0.9411591771E+01
      4596   -0.3989600000E+00   -0.2847918231E+00    0.2230337840E+03   -0.1050450422E+02
      4597   -0.2969000000E+00   -0.2627859911E+00    0.2045850701E+03   -0.9410313737E+01
      4598   -0.3387800000E+00   -0.2677320290E+00    0.2176256192E+03   -0.5583209750E+01
      4599   -0.3854500000E+00   -0.3560318252E+00    0.2944871609E+03   -0.8675465413E+01
      4600   -0.3648700000E+00   -0.2644404039E+00    0.2163241857E+03   -0.4751791801E+01
      4601   -0.3143200000E+00   -0.2745530416E+00    0.2170673529E+03   -0.8796800369E+01
      4602   -0.3907600000E+00   -0.2944915547E+00    0.2354068145E+03   -0.9044530664E+01
      4603   -0.3484900000E+00   -0.2599980000E+00    0.2122095473E+03   -0.4709653075E+01
      4604   -0.3271800000E+00   -0.2721996570E+00    0.2195472914E+03   -0.6640561338E+01
      4605   -0.2974300000E+00   -0.2643655211E+00    0.2068543152E+03   -0.9056070137E+01
      4606   -0.3835800000E+00   -0.2732801272E+00    0.2187884004E+03   -0.7456643164E+01
      4607   -0.2975900000E+00   -0.2634446374E+00    0.2074981386E+03   -0.8361888487E+01
      4608   -0.3565800000E+00   -0.2568615702E+00    0.2102793209E+03   -0.4233492861E+01
      4609   -0.3132100000E+00   -0.2667271086E+00    0.2143223630E+03   -0.6660160766E+01
      4610   -0.4265500000E+00   -0.4237729003E+00    0.3618910070E+03   -0.7183610302E+01
      4611   -0.3772200000E+00   -0.2638082743E+00    0.2125116033E+03   -0.6223650691E+01
      4612   -0.2974300000E+00   -0.2602922830E+00    0.2066474367E+03   -0.7384451563E+01
      4613   -0.3372500000E+00   -0.2545706276E+00    0.2082763084E+03   -0.4157310592E+01
      4614   -0.3257100000E+00   -0.2569647922E+00    0.2096344451E+03   -0.4573577563E+01
      4615   -0.3707600000E+00   -0.2636065801E+00    0.2153862783E+03   -0.4819721298E+01
      4616   -0.2969600000E+00   -0.2547058585E+00    0.2039981710E+03   -0.6175137336E+01
      4617   -0.3470000000E+00   -0.2531825612E+00    0.2075610236E+03   -0.3882942286E+01
      4618   -0.3119300000E+00   -0.2539423449E+00    0.2065145013E+03   -0.4691679897E+01
      4619   -0.3635500000E+00   -0.2624134596E+00    0.2152808662E+03   -0.4350598500E+01
      4620   -0.2962400000E+00   -0.2492701486E+00    0.2017222738E+03   -0.4860195401E+01
      4621   -0.3869700000E+00   -0.3479945612E+00    0.2851877991E+03   -0.9448773364E+01
      4622   -0.4224000000E+00   -0.3113445444E+00    0.2439526528E+03   -0.1243923886E+02
      4623   -0.2721100000E+00   -0.2292643013E+00    0.1853526960E+03   -0.3681152371E+01
      4624   -0.4091200000E+00   -0.3109409984E+00    0.2442007939E+03   -0.1215060436E+02
      4625   -0.2735800000E+00   -0.2310809749E+00    0.1868009842E+03   -0.3805705363E+01
      4626   -0.3983300000E+00   -0.3119610229E+00    0.2470240672E+03   -0.1130001266E+02
      4627   -0.3241600000E+00   -0.2479535951E+00    0.2035393158E+03   -0.3457153176E+01
      4628   -0.2746600000E+00   -0.2321438968E+00    0.1879080163E+03   -0.3759673113E+01
      4629   -0.3898200000E+00   -0.2805767686E+00    0.2203425002E+03   -0.9909126697E+01
      4630   -0.2753800000E+00   -0.2324990282E+00    0.1886835022E+03   -0.3558540057E+01
      4631   -0.3357200000E+00   -0.2477284907E+00    0.2033304503E+03   -0.3455187189E+01
      4632   -0.4140000000E+00   -0.3662210701E+00    0.3133607832E+03   -0.4450806728E+01
      4633   -0.3105100000E+00   -0.2457881859E+00    0.2016336362E+03   -0.3390834607E+01
      4634   -0.3551900000E+00   -0.2545198659E+00    0.2091444392E+03   -0.3737735070E+01
      4635   -0.2953100000E+00   -0.2435976924E+00    0.1989200502E+03   -0.3683621026E+01
      4636   -0.3827500000E+00   -0.2772738558E+00    0.2214005164E+03   -0.7992297818E+01
      4637   -0.2757700000E+00   -0.2321548492E+00    0.1890424814E+03   -0.3244891429E+01
      4638   -0.3762100000E+00   -0.2949513086E+00    0.2413068860E+03   -0.6541950179E+01
      4639   -0.2758600000E+00   -0.2312251926E+00    0.1889683734E+03   -0.2875683945E+01
      4640   -0.3455700000E+00   -0.2488153817E+00    0.2046127978E+03   -0.3339263035E+01
      4641   -0.2942000000E+00   -0.2384471227E+00    0.1958285526E+03   -0.2865836381E+01
      4642   -0.3695700000E+00   -0.2652083697E+00    0.2169000432E+03   -0.4821104647E+01
      4643   -0.4065100000E+00   -0.4295526143E+00    0.3625846029E+03   -0.9372348468E+01
      4644    0.6034000000E-01    0.6933086917E-01   -0.1238996354E+03   -0.1581829044E+02
      4645   -0.3957100000E+00   -0.2936471037E+00    0.2459810942E+03   -0.3835816396E+01
      4646   -0.2756700000E+00   -0.2298894695E+00    0.1885029965E+03   -0.2509568362E+01
      4647   -0.3226300000E+00   -0.2420547450E+00    0.1991606547E+03   -0.2904336652E+01
      4648   -0.3090400000E+00   -0.2401357287E+00    0.1977477745E+03   -0.2719187613E+01
      4649   -0.3624000000E+00   -0.2620408722E+00    0.2156286083E+03   -0.4029776677E+01
      4650   -0.2752600000E+00   -0.2283502503E+00    0.1877446466E+03   -0.2189374412E+01
      4651   -0.3342600000E+00   -0.2433102989E+00    0.2000925857E+03   -0.3022027252E+01
      4652   -0.2929800000E+00   -0.2343185325E+00    0.1930102151E+03   -0.2366138671E+01
      4653   -0.3539500000E+00   -0.2543360139E+00    0.2096583924E+03   -0.3422641497E+01
      4654   -0.2746500000E+00   -0.2267557988E+00    0.1867967705E+03   -0.1932023038E+01
      4655   -0.3075700000E+00   -0.2360397037E+00    0.1946661407E+03   -0.2354188995E+01
      4656   -0.3883100000E+00   -0.3276371425E+00    0.2652202101E+03   -0.9764989786E+01
      4657   -0.4221700000E+00   -0.3368438383E+00    0.2718912354E+03   -0.1070245913E+02
      4658   -0.2465700000E+00   -0.2068800715E+00    0.1705233799E+03   -0.7653572981E+00
      4659   -0.4087900000E+00   -0.3319040720E+00    0.2645330727E+03   -0.1193001947E+02
      4660   -0.3211700000E+00   -0.2381286551E+00    0.1961896472E+03   -0.2562368774E+01
      4661   -0.2917000000E+00   -0.2310319441E+00    0.1905735535E+03   -0.2056785460E+01
      4662   -0.2480900000E+00   -0.2086393403E+00    0.1719297269E+03   -0.8842237791E+00
      4663   -0.3979500000E+00   -0.3116199461E+00    0.2456092814E+03   -0.1180000949E+02
      4664   -0.2493100000E+00   -0.2100474069E+00    0.1730822291E+03   -0.9670403664E+00
      4665   -0.3443000000E+00   -0.2464200445E+00    0.2031814818E+03   -0.2956000189E+01
      4666   -0.2738900000E+00   -0.2251492843E+00    0.1857135074E+03   -0.1731441322E+01
      4667   -0.4044300000E+00   -0.3450261332E+00    0.3019389407E+03   -0.4902871602E+00
      4668   -0.3890500000E+00   -0.2770062350E+00    0.2153073923E+03   -0.1066660575E+02
      4669   -0.2502500000E+00   -0.2111544782E+00    0.1740183943E+03   -0.1018402452E+01
      4670   -0.3820600000E+00   -0.2845651599E+00    0.2265483252E+03   -0.8796718662E+01
      4671   -0.2509300000E+00   -0.2119877061E+00    0.1747515025E+03   -0.1044002846E+01
      4672   -0.3753200000E+00   -0.2784268874E+00    0.2246141401E+03   -0.7020622668E+01
      4673   -0.2513700000E+00   -0.2125646854E+00    0.1752856061E+03   -0.1049615722E+01
      4674   -0.3329700000E+00   -0.2409641125E+00    0.1985413535E+03   -0.2714994603E+01
      4675   -0.2730200000E+00   -0.2235350843E+00    0.1845265340E+03   -0.1575021204E+01
      4676   -0.3061600000E+00   -0.2331249358E+00    0.1924145722E+03   -0.2121311807E+01
      4677   -0.2904200000E+00   -0.2282848705E+00    0.1884271018E+03   -0.1848490381E+01
      4678   -0.3800900000E+00   -0.3425569643E+00    0.2661537475E+03   -0.1580745254E+02
      4679   -0.3686200000E+00   -0.2726557921E+00    0.2236577882E+03   -0.4955951810E+01
      4680   -0.2516100000E+00   -0.2129141503E+00    0.1756357931E+03   -0.1040792093E+01
      4681   -0.3614600000E+00   -0.2649654472E+00    0.2189478629E+03   -0.3777957122E+01
      4682   -0.2516400000E+00   -0.2130560498E+00    0.1758099285E+03   -0.1022581034E+01
      4683   -0.3198700000E+00   -0.2357130096E+00    0.1944311318E+03   -0.2320141067E+01
      4684   -0.2720900000E+00   -0.2219508507E+00    0.1832973923E+03   -0.1450907106E+01
      4685   -0.3529600000E+00   -0.2557214681E+00    0.2115468069E+03   -0.3158639303E+01
      4686   -0.2515200000E+00   -0.2129875895E+00    0.1757974816E+03   -0.9985933461E+00
      4687   -0.2891900000E+00   -0.2260815976E+00    0.1866733268E+03   -0.1696187148E+01
      4688   -0.3432700000E+00   -0.2461286937E+00    0.2034992857E+03   -0.2684116857E+01
      4689   -0.4271700000E+00   -0.3981374314E+00    0.3414526271E+03   -0.5426600927E+01
      4690   -0.2512600000E+00   -0.2127050341E+00    0.1755900657E+03   -0.9710498596E+00
      4691   -0.3049100000E+00   -0.2311695504E+00    0.1909400743E+03   -0.1948609276E+01
      4692   -0.2711300000E+00   -0.2204341388E+00    0.1820819074E+03   -0.1349819605E+01
      4693   -0.3319200000E+00   -0.2405213151E+00    0.1986118551E+03   -0.2490689203E+01
      4694   -0.2508900000E+00   -0.2122354922E+00    0.1752092567E+03   -0.9418255262E+00
      4695   -0.2880800000E+00   -0.2245905393E+00    0.1855272771E+03   -0.1574426267E+01
      4696   -0.2702000000E+00   -0.2189930895E+00    0.1808985603E+03   -0.1266825614E+01
      4697   -0.4220400000E+00   -0.3277548285E+00    0.2645083779E+03   -0.1014200970E+02
      4698   -0.3187900000E+00   -0.2350346153E+00    0.1941931748E+03   -0.2134928459E+01
      4699   -0.2504400000E+00   -0.2116152244E+00    0.1746864171E+03   -0.9122822238E+00
      4700   -0.3814800000E+00   -0.3368403095E+00    0.2609691928E+03   -0.1570270600E+02
      4701   -0.2214200000E+00   -0.1929244267E+00    0.1589518590E+03   -0.1270134330E-01
      4702   -0.4087100000E+00   -0.3238043937E+00    0.2590229690E+03   -0.1094096112E+02
      4703   -0.2226300000E+00   -0.1944733245E+00    0.1602736989E+03   -0.7904072259E-01
      4704   -0.3977700000E+00   -0.3161503245E+00    0.2506936656E+03   -0.1143620079E+02
      4705   -0.2237000000E+00   -0.1956055154E+00    0.1612152867E+03   -0.1388125936E+00
      4706   -0.3886800000E+00   -0.2822302517E+00    0.2199323782E+03   -0.1081397582E+02
      4707   -0.2246200000E+00   -0.1965421132E+00    0.1619863858E+03   -0.1918413231E+00
      4708   -0.3816200000E+00   -0.2920567783E+00    0.2328122408E+03   -0.9176881866E+01
      4709   -0.2254000000E+00   -0.1973199335E+00    0.1626217728E+03   -0.2381658917E+00
      4710   -0.3745700000E+00   -0.2742871504E+00    0.2196896469E+03   -0.7480610510E+01
      4711   -0.4144900000E+00   -0.3361805154E+00    0.2875523313E+03   -0.3242770608E+01
      4712   -0.2260500000E+00   -0.1979492654E+00    0.1631307192E+03   -0.2780022956E+00
      4713   -0.3038600000E+00   -0.2302659954E+00    0.1903886161E+03   -0.1809324451E+01
      4714   -0.2499500000E+00   -0.2108643381E+00    0.1740389378E+03   -0.8831752877E+00
      4715   -0.3679900000E+00   -0.2783130664E+00    0.2285479267E+03   -0.5169776645E+01
      4716   -0.2265800000E+00   -0.1984333247E+00    0.1635154881E+03   -0.3117086285E+00
      4717   -0.2693300000E+00   -0.2177016754E+00    0.1798266343E+03   -0.1197695294E+01
      4718   -0.3607800000E+00   -0.2730766816E+00    0.2271390131E+03   -0.3544234706E+01
      4719   -0.2270000000E+00   -0.1987740684E+00    0.1637769504E+03   -0.3397347870E+00
      4720   -0.3522500000E+00   -0.2589181354E+00    0.2151604893E+03   -0.2889978595E+01
      4721   -0.2273100000E+00   -0.1989737850E+00    0.1639161800E+03   -0.3625812937E+00
      4722   -0.3893800000E+00   -0.3350552993E+00    0.2740030879E+03   -0.8959731216E+01
      4723   -0.2871400000E+00   -0.2237451850E+00    0.1849450830E+03   -0.1474455764E+01
      4724   -0.2494400000E+00   -0.2099948382E+00    0.1732769991E+03   -0.8550485579E+00
      4725   -0.3425300000E+00   -0.2483742680E+00    0.2061001650E+03   -0.2466830541E+01
      4726   -0.2275300000E+00   -0.1990348530E+00    0.1639343403E+03   -0.3807468768E+00
      4727   -0.3311600000E+00   -0.2420420400E+00    0.2003954345E+03   -0.2333356580E+01
      4728   -0.2276600000E+00   -0.1989589517E+00    0.1638319521E+03   -0.3947212032E+00
      4729   -0.2685800000E+00   -0.2166254112E+00    0.1789353687E+03   -0.1139130835E+01
      4730   -0.2489300000E+00   -0.2090175981E+00    0.1724098079E+03   -0.8284009233E+00
      4731   -0.3179900000E+00   -0.2357266219E+00    0.1951327594E+03   -0.2004731862E+01
      4732   -0.2277200000E+00   -0.1987471033E+00    0.1636090025E+03   -0.4049535099E+00
      4733   -0.3964900000E+00   -0.3378806854E+00    0.2863310861E+03   -0.4539321422E+01
      4734   -0.3030800000E+00   -0.2303810869E+00    0.1907258111E+03   -0.1704814564E+01
      4735   -0.2277100000E+00   -0.1984007018E+00    0.1632658918E+03   -0.4118649719E+00
      4736   -0.2484600000E+00   -0.2079283664E+00    0.1714326917E+03   -0.8035285936E+00
      4737   -0.2864100000E+00   -0.2233236808E+00    0.1847181038E+03   -0.1395616242E+01
      4738   -0.2276500000E+00   -0.1979214963E+00    0.1628034013E+03   -0.4158562756E+00
      4739   -0.2679600000E+00   -0.2156938372E+00    0.1781624054E+03   -0.1089134410E+01
      4740   -0.2275300000E+00   -0.1973119930E+00    0.1622230942E+03   -0.4172983944E+00
      4741   -0.2480300000E+00   -0.2067114253E+00    0.1703310946E+03   -0.7802814411E+00
      4742   -0.2273900000E+00   -0.1965756722E+00    0.1615275334E+03   -0.4165268184E+00
      4743   -0.2271900000E+00   -0.1957151477E+00    0.1607186851E+03   -0.4137745994E+00
      4744   -0.3826700000E+00   -0.3329172989E+00    0.2580540178E+03   -0.1533650483E+02
      4745   -0.4220700000E+00   -0.3140444979E+00    0.2517676804E+03   -0.1003116159E+02
      4746   -0.4086900000E+00   -0.3210079858E+00    0.2552034692E+03   -0.1147744890E+02
      4747   -0.3976400000E+00   -0.3185075147E+00    0.2531694991E+03   -0.1132458175E+02
      4748   -0.3885400000E+00   -0.2873533639E+00    0.2258190929E+03   -0.1033977673E+02
      4749   -0.3814200000E+00   -0.2958505984E+00    0.2365416875E+03   -0.9114161821E+01
      4750   -0.3742700000E+00   -0.2783722474E+00    0.2234609130E+03   -0.7525051321E+01
      4751   -0.3676900000E+00   -0.2832017045E+00    0.2326248880E+03   -0.5422679094E+01
      4752   -0.3604500000E+00   -0.2772310068E+00    0.2313531790E+03   -0.3415869258E+01
      4753   -0.3519100000E+00   -0.2678213791E+00    0.2241247251E+03   -0.2645674376E+01
      4754   -0.3421500000E+00   -0.2523386501E+00    0.2102331099E+03   -0.2293291659E+01
      4755   -0.4193600000E+00   -0.4480497937E+00    0.3645541200E+03   -0.1649170228E+02
      4756    0.5383000000E-01    0.7317403458E-01   -0.1163189884E+03   -0.1068012577E+02
      4757   -0.4046800000E+00   -0.3237031881E+00    0.2809468840E+03   -0.8569607972E+00
      4758   -0.3307300000E+00   -0.2451846573E+00    0.2036111055E+03   -0.2223527418E+01
      4759   -0.3175300000E+00   -0.2376988433E+00    0.1971926284E+03   -0.1916663182E+01
      4760   -0.3025900000E+00   -0.2314805747E+00    0.1919357171E+03   -0.1627527786E+01
      4761   -0.2859200000E+00   -0.2232629917E+00    0.1847947081E+03   -0.1334217297E+01
      4762   -0.2675100000E+00   -0.2147645070E+00    0.1773752580E+03   -0.1046606642E+01
      4763   -0.2476600000E+00   -0.2053760499E+00    0.1691143524E+03   -0.7584062892E+00
      4764   -0.2269800000E+00   -0.1947361501E+00    0.1598014558E+03   -0.4092799293E+00
      4765   -0.2062100000E+00   -0.1798345366E+00    0.1463034692E+03   -0.1286346413E+00
      4766   -0.3900800000E+00   -0.3362575678E+00    0.2756659731E+03   -0.8719572289E+01
      4767   -0.3745700000E+00   -0.3431710215E+00    0.2581772781E+03   -0.1972658279E+02
      4768   -0.4273400000E+00   -0.3490661611E+00    0.2987648635E+03   -0.3695821409E+01
      4769   -0.3836100000E+00   -0.3290830310E+00    0.2558238423E+03   -0.1469508964E+02
      4770   -0.3969700000E+00   -0.3022220256E+00    0.2518556519E+03   -0.4864061381E+01
      4771   -0.3758600000E+00   -0.3416948281E+00    0.2572053026E+03   -0.1953155035E+02
      4772   -0.4145600000E+00   -0.3579706594E+00    0.3134648361E+03   -0.8253660191E+00
      4773   -0.3769100000E+00   -0.3397276700E+00    0.2561223137E+03   -0.1917445006E+02
      4774   -0.4044800000E+00   -0.2862937902E+00    0.2395041134E+03   -0.3613202837E+01
      4775   -0.4089100000E+00   -0.4258809066E+00    0.3617973523E+03   -0.8140636335E+01
      4776    0.5837000000E-01    0.6582775294E-01   -0.1228465629E+03   -0.1685515906E+02
      4777   -0.3842000000E+00   -0.3277045589E+00    0.2566557654E+03   -0.1371633411E+02
      4778   -0.3904500000E+00   -0.3149686042E+00    0.2554863425E+03   -0.8728929382E+01
      4779   -0.3777000000E+00   -0.3353824977E+00    0.2535748715E+03   -0.1845677436E+02
      4780   -0.3970600000E+00   -0.3020091478E+00    0.2503986097E+03   -0.5439003141E+01
      4781   -0.3683900000E+00   -0.3384020014E+00    0.2490912196E+03   -0.2181948146E+02
      4782   -0.4267700000E+00   -0.3124602981E+00    0.2675842807E+03   -0.2100921298E+01
      4783   -0.3696100000E+00   -0.3379151639E+00    0.2488798337E+03   -0.2170516918E+02
      4784   -0.4138700000E+00   -0.3618634273E+00    0.3131009610E+03   -0.2680101772E+01
      4785   -0.3844400000E+00   -0.3175158577E+00    0.2494964852E+03   -0.1257661588E+02
      4786   -0.3781900000E+00   -0.3279844092E+00    0.2492078468E+03   -0.1724848438E+02
      4787   -0.3985100000E+00   -0.3790874342E+00    0.3286712911E+03   -0.3018817680E+01
      4788    0.5652000000E-01    0.6198153063E-01   -0.1198763283E+03   -0.1716284633E+02
      4789   -0.3905100000E+00   -0.2981873487E+00    0.2404371942E+03   -0.8343536052E+01
      4790   -0.3705600000E+00   -0.3362126943E+00    0.2482463358E+03   -0.2125700545E+02
      4791   -0.4042500000E+00   -0.3417445460E+00    0.2910215631E+03   -0.4066868152E+01
      4792   -0.3712300000E+00   -0.3339922399E+00    0.2479249569E+03   -0.2044128199E+02
      4793   -0.3966200000E+00   -0.3030309297E+00    0.2504321928E+03   -0.5866719276E+01
      4794   -0.3783400000E+00   -0.3195243780E+00    0.2447282361E+03   -0.1563124217E+02
      4795   -0.3843700000E+00   -0.3071831631E+00    0.2430180963E+03   -0.1106263900E+02
      4796   -0.3611900000E+00   -0.3361990404E+00    0.2465463985E+03   -0.2202957502E+02
      4797   -0.4259700000E+00   -0.3570163684E+00    0.3063618798E+03   -0.3664354721E+01
      4798   -0.3623400000E+00   -0.3365785623E+00    0.2470760444E+03   -0.2195160198E+02
      4799   -0.4225900000E+00   -0.4429817392E+00    0.3652259133E+03   -0.1398629173E+02
      4800    0.5981000000E-01    0.6911535797E-01   -0.1242067551E+03   -0.1605239309E+02
      4801   -0.4131800000E+00   -0.2834584254E+00    0.2336913838E+03   -0.5045601611E+01
      4802   -0.3716000000E+00   -0.3308903977E+00    0.2475683406E+03   -0.1925948192E+02
      4803   -0.3902100000E+00   -0.2893704989E+00    0.2337522357E+03   -0.7581504113E+01
      4804   -0.3632200000E+00   -0.3356056081E+00    0.2468685327E+03   -0.2162471104E+02
      4805   -0.4035200000E+00   -0.2906407735E+00    0.2405120340E+03   -0.5036691718E+01
      4806   -0.3781700000E+00   -0.3100126611E+00    0.2404646043E+03   -0.1345902855E+02
      4807   -0.3637800000E+00   -0.3333891035E+00    0.2458220051E+03   -0.2114278408E+02
      4808   -0.3959600000E+00   -0.2834762976E+00    0.2316423914E+03   -0.5991693150E+01
      4809   -0.3840000000E+00   -0.2981669223E+00    0.2380385176E+03   -0.9433158187E+01
      4810   -0.3716600000E+00   -0.3255931129E+00    0.2461478251E+03   -0.1761284379E+02
      4811   -0.4004100000E+00   -0.3732065433E+00    0.3248770699E+03   -0.2206143409E+01
      4812    0.5615000000E-01    0.6631083901E-01   -0.1172755464E+03   -0.1409440770E+02
      4813   -0.3895100000E+00   -0.2828293766E+00    0.2285976187E+03   -0.7105517337E+01
