name    target    f1    f2    f3    f4    f5    f6    iz1    iz2    iz3    iz4    iz5    iz6
bridge-18-121    -0.23633    40.92488    92.71122    165.78492    509.51491    561.43421    1286.83492    0.14421    0.00179    0.2196    0.5609    0.53568    403.74263
bridge-18-122    -0.25863    21.15485    64.83393    188.46179    479.83677    554.99797    1274.40929    0.25197    0.00513    0.14124    0.30377    4.26464    295.46178
bridge-18-123    -0.21607    38.1865    105.46021    153.87559    515.23933    565.23601    1287.2035    0.13873    0.03898    0.72096    0.76382    0.04605    454.52597
bridge-18-124    -0.24869    27.06122    64.8829    172.35059    492.95429    559.8935    1284.24418    0.15535    0.01303    0.09983    0.34469    1.78816    358.03494
bridge-18-125    -0.22724    40.7155    98.49246    160.85175    510.28429    563.59855    1289.91266    0.14405    0.01121    0.36071    0.70297    0.11082    426.41697
bridge-18-126    -0.25596    24.8829    59.2856    184.49543    483.40194    555.98297    1277.29428    0.18646    0.02612    0.10265    0.32296    3.20643    315.66022
bridge-18-127    -0.21611    38.90682    102.34607    154.33134    512.02224    565.08659    1288.68234    0.14452    0.0419    0.65185    0.89941    0.04451    450.7077
bridge-18-128    -0.26843    41.70014    115.39027    220.74321    459.52067    539.74298    1239.83945    0.59703    0.2308    1.834    0.02522    9.15125    229.10574
bridge-18-129    -0.19809    26.65064    99.548    143.05646    515.60703    560.27623    1280.54509    0.13172    0.2506    1.2628    0.61686    1.60123    478.10038
bridge-18-13    -0.27754    -122.34227    -79.22691    349.38944    470.52349    628.37902    1275.36436    0.3073    0.00409    2.31114    0.58534    7.41513    202.81213
bridge-18-130    -0.26436    55.7505    106.71285    218.43607    468.54251    550.43545    1252.58491    0.37654    0.11038    0.93182    0.06708    7.4402    242.5454
bridge-18-131    -0.19955    29.89071    99.36197    144.01026    515.3139    561.74828    1279.35518    0.14048    0.22161    1.19428    0.8379    1.33198    475.6918
bridge-18-132    -0.23542    39.65597    80.7292    163.8296    501.04829    560.44352    1286.87758    0.15725    0.00322    0.19402    0.62372    0.45804    400.70805
bridge-18-133    -0.25245    -16.19758    56.31947    174.99509    484.97158    555.84537    1282.4824    0.15231    0.03208    0.07436    0.32694    2.35768    336.40139
bridge-18-134    -0.21586    39.22491    97.78301    154.43761    508.62307    564.57929    1287.21959    0.15139    0.04816    0.58756    1.04272    0.04602    446.49208
bridge-18-135    -0.26158    33.24028    93.61811    205.7522    472.80675    551.02697    1261.17767    0.34298    0.02725    0.40319    0.13244    6.30503    259.73989
bridge-18-136    -0.20064    32.32589    98.63125    144.97984    514.77727    562.85783    1279.34178    0.148    0.19866    1.1204    1.11719    1.08729    472.7206
bridge-18-137    -0.24236    30.4595    66.53315    166.64617    493.96031    559.60901    1287.48668    0.16099    0.00317    0.11772    0.47144    0.97954    378.55541
bridge-18-138    -0.22651    40.22368    89.64328    159.65369    506.03587    562.38091    1288.4864    0.15404    0.01772    0.31971    0.81678    0.08534    422.4853
bridge-18-139    -0.25941    -50.97079    77.39554    189.53031    473.36208    547.4548    1265.9223    0.28191    2.84E-04    0.16774    0.23755    5.00276    277.27998
bridge-18-14    -0.26767    -80.48557    44.90131    298.00691    490.48386    578.65103    1288.27402    0.12599    0.03797    0.47421    0.26847    6.67849    248.50652
bridge-18-140    -0.20137    34.1305    97.19198    145.90833    512.12143    563.09066    1280.08966    0.1547    0.18235    1.04194    1.38655    0.90797    469.15911
bridge-18-141    -0.24757    12.88403    56.28961    170.5992    487.89806    559.62535    1281.1632    0.13773    0.0398    0.08933    0.34623    1.55941    357.15086
bridge-18-142    -0.2573    39.30381    69.78121    191.82576    480.95646    560.5996    1272.14913    0.23284    1.60E-05    0.13998    0.17772    4.02749    295.78823
bridge-18-143    -0.21537    39.16414    91.33167    154.15407    505.38178    564.06452    1284.55167    0.16045    0.05698    0.52435    1.19076    0.0427    441.88145
bridge-18-144    -0.20178    35.41758    94.83449    146.75211    508.10241    563.02694    1282.43052    0.16088    0.17275    0.9556    1.61555    0.75948    465.12347
bridge-18-145    -0.23437    35.04242    66.40473    161.66856    492.81074    559.75685    1288.65696    0.17591    8.70E-05    0.16526    0.62445    0.38998    397.49969
bridge-18-146    -0.2256    38.65601    77.84166    158.05777    498.88974    561.87529    1289.57224    0.17101    0.01994    0.27652    0.89807    0.06398    418.2549
bridge-18-147    -0.25469    -36.59215    59.37671    177.84702    478.41735    551.279    1280.68428    0.18992    0.01376    0.06091    0.28526    3.03892    316.48278
bridge-18-148    -0.20188    36.24164    91.29235    147.43935    504.76087    563.00106    1285.85898    0.16798    0.16878    0.86377    1.80004    0.65797    460.63618
bridge-18-149    -0.24121    0.3386    55.45184    164.54343    487.7487    558.66903    1285.78485    0.14783    0.02682    0.10065    0.4258    0.83553    376.43911
bridge-18-15    -0.27245    -97.00923    -53.12707    299.6564    481.46359    569.96121    1280.41395    0.18152    0.03238    0.99774    0.22133    7.56947    227.01191
bridge-18-150    -0.21468    38.56787    82.43776    153.46448    501.58475    563.81759    1284.42991    0.17511    0.06385    0.45842    1.31509    0.04109    436.89932
bridge-18-151    -0.25122    -24.79442    53.01614    172.89915    480.54056    555.13867    1283.3003    0.14702    0.03923    0.0608    0.26063    2.12217    336.5038
bridge-18-152    -0.20173    36.60139    86.2103    147.8693    501.40758    562.75992    1287.51837    0.17828    0.16882    0.77293    1.9507    0.59564    455.68167
bridge-18-153    -0.26735    66.795    137.44136    222.21389    460.71053    543.44304    1242.91973    0.33501    0.1163    2.09338    0.00597    9.33319    231.78779
bridge-18-154    -0.18084    21.07695    84.3167    137.65568    507.46905    552.01609    1280.24442    0.16728    0.65385    1.42584    2.39894    3.92785    476.73887
bridge-18-155    -0.26336    60.81929    114.5512    214.66636    469.32373    551.10163    1253.04451    0.36812    0.06946    0.87592    0.04675    7.63439    245.20233
bridge-18-156    -0.1824    24.69494    83.90429    138.56065    505.46441    553.61507    1280.82129    0.17854    0.59062    1.35574    2.70556    3.31011    474.52475
bridge-18-157    -0.26026    -38.69012    89.87949    196.35904    470.99199    548.38421    1259.93018    0.35304    2.24E-04    0.35112    0.12196    6.27795    261.8692
bridge-18-158    -0.18359    27.34015    82.73007    139.49133    503.02832    555.33977    1282.37349    0.18949    0.53768    1.27643    3.01148    2.76988    471.65126
bridge-18-159    -0.22456    33.62075    63.29151    156.19963    490.1088    561.34507    1289.45946    0.20414    0.00586    0.23485    0.87573    0.04222    413.84572
bridge-18-16    -0.26205    -57.74649    81.99496    250.83124    494.8306    551.38786    1288.26265    0.0931    0.09907    0.35726    0.00518    7.04516    268.70016
bridge-18-160    -0.24643    -20.97728    52.56096    169.27746    481.14962    558.44467    1283.00322    0.10631    0.07239    0.07546    0.31092    1.33831    356.21297
bridge-18-161    -0.20133    36.38047    79.1267    147.98343    497.45178    562.32907    1287.33565    0.19601    0.16731    0.6829    2.04469    0.5435    450.31195
bridge-18-162    -0.25819    45.47337    84.14524    198.90003    477.48638    558.51772    1263.40748    0.269    3.11E-04    0.24993    0.08945    4.83361    280.1742
bridge-18-163    -0.23325    12.29566    54.23063    159.39991    485.85922    559.55826    1286.98823    0.16878    0.01966    0.13979    0.57659    0.32176    394.30494
bridge-18-164    -0.21381    36.63115    70.50082    152.35992    493.04528    563.10181    1285.07649    0.20639    0.0563    0.39456    1.37713    0.04829    431.54067
bridge-18-165    -0.18445    29.26288    80.63939    140.40768    499.98123    556.92324    1284.02737    0.20174    0.49349    1.18899    3.20388    2.38541    468.13465
bridge-18-166    -0.25601    -2.75661    73.85786    189.5104    476.8743    550.5279    1271.78001    0.23647    3.41E-04    0.12346    0.13385    3.66934    297.63462
bridge-18-167    -0.185    30.55549    77.4046    141.25054    496.22831    557.74162    1284.72998    0.21768    0.45669    1.09663    3.33027    2.10112    463.99212
bridge-18-168    -0.24007    -34.55355    49.66214    162.81098    480.64442    558.22334    1286.25503    0.11638    0.06167    0.08571    0.39887    0.72528    374.32966
bridge-18-169    -0.20073    35.08206    69.49344    147.74566    491.39701    562.25655    1287.19099    0.23343    0.15032    0.59501    2.13208    0.4825    444.52969
bridge-18-17    -0.28382    -155.1566    -111.4394    363.94492    459.16277    669.80292    1262.1837    0.52515    5.70E-05    3.57179    1.26015    6.72805    185.16564
bridge-18-170    -0.2535    40.61651    63.30268    181.65996    478.91779    555.18116    1274.92518    0.19715    0.02182    0.09452    0.12348    2.89889    317.42047
bridge-18-171    -0.18525    31.19195    72.73521    141.97473    492.13687    558.21646    1284.49511    0.24228    0.42133    0.99989    3.43785    1.84373    459.31659
bridge-18-172    -0.22344    -8.46503    51.30785    154.23815    481.85114    560.39298    1286.46472    0.21089    0.01374    0.19983    0.84108    0.0215    409.42178
bridge-18-173    -0.21282    28.73914    56.42399    151.00561    484.10791    562.59905    1288.20373    0.27183    0.01102    0.33109    1.34446    0.05866    426.0947
bridge-18-174    -0.25005    -15.23492    53.07584    172.65782    477.78888    554.19799    1280.60402    0.14001    0.04468    0.05392    0.19734    1.86706    336.77727
bridge-18-175    -0.18526    30.89651    66.28515    142.54709    487.76065    558.78206    1283.92185    0.28779    0.37215    0.89857    3.47965    1.62603    454.20282
bridge-18-176    -0.23212    -39.81071    48.28982    157.26222    478.95806    558.98549    1285.27172    0.13548    0.05745    0.11769    0.54808    0.25916    391.15881
bridge-18-177    -0.19998    30.12691    57.34926    147.21524    483.69506    562.62454    1288.51108    0.32482    0.07845    0.5085    2.11743    0.45657    438.56371
bridge-18-178    -0.24534    -29.74915    50.15659    168.12038    476.0856    556.50733    1286.06623    0.08791    0.08494    0.0601    0.23111    1.19601    355.12076
bridge-18-179    -0.18504    28.50471    57.85242    142.94327    483.22934    559.42894    1283.75857    0.38618    0.27349    0.79425    3.44138    1.45484    448.70531
bridge-18-18    -0.26305    -58.69462    83.06054    258.59827    498.18494    560.61856    1287.57568    0.10485    0.08833    0.41346    0.06869    6.73793    271.16198
bridge-18-180    -0.26638    60.54658    115.47676    220.82574    461.02952    548.308    1242.3753    0.40628    0.03276    1.81384    0.02443    9.55674    232.68238
bridge-18-181    -0.16128    -6.32077    52.71941    135.16642    485.65561    543.65321    1279.11291    0.44504    1.12658    1.36253    6.93502    4.70087    456.47403
bridge-18-182    -0.26251    56.99536    106.60888    207.79509    467.24022    550.66696    1249.21124    0.38914    0.01308    0.90329    0.0193    7.9227    247.38499
bridge-18-183    -0.16288    7.87873    52.06145    135.91104    483.67838    545.8031    1280.70499    0.49546    0.98105    1.29914    6.67468    4.29628    455.27491
bridge-18-184    -0.25936    56.82272    101.70698    199.06796    473.40072    554.44993    1254.34157    0.34617    0.00862    0.43934    0.03139    6.10812    264.34865
bridge-18-185    -0.21176    -27.39708    47.41845    149.56226    475.82544    562.10752    1290.25341    0.27727    0.01559    0.27338    1.2031    0.06433    420.78735
bridge-18-186    -0.16419    10.54947    50.20784    136.69044    481.1297    547.88348    1282.87009    0.57635    0.81736    1.22449    6.40949    3.92542    453.32089
bridge-18-187    -0.25727    55.15612    89.88394    200.27453    475.43774    556.86414    1267.52251    0.26447    7.96E-04    0.2412    0.03028    4.62976    282.25712
bridge-18-188    -0.16519    8.70848    47.23936    137.47075    478.15038    549.84609    1284.89819    0.70696    0.6164    1.14167    6.15555    3.58491    450.65242
bridge-18-189    -0.22233    -45.69207    46.59984    152.47811    475.58831    559.70859    1285.73243    0.17425    0.05245    0.16672    0.73782    0.01187    405.27522
bridge-18-19    -0.27726    -122.34858    -73.90501    326.51597    469.28153    599.07491    1269.92151    0.33667    0.00779    1.90464    0.6622    7.48304    207.46193
bridge-18-190    -0.19911    -14.27767    47.30457    146.50016    475.11463    562.62419    1289.90438    0.41406    1.02E-04    0.42601    1.92266    0.46618    432.58792
bridge-18-191    -0.23896    -45.80359    46.98779    161.67294    473.55618    557.74201    1286.97263    0.08848    0.0837    0.07194    0.3097    0.62181    372.42766
bridge-18-192    -0.18464    17.5528    48.72252    143.14058    477.49554    559.80778    1284.26276    0.56902    0.09126    0.69145    3.33321    1.33942    442.87157
bridge-18-193    -0.25504    -29.89003    77.47288    185.17549    474.81623    547.78072    1273.64248    0.23772    0.0041    0.09472    0.07292    3.52683    298.86586
bridge-18-194    -0.16593    -10.57366    43.56642    138.22075    474.94024    551.50938    1286.27378    0.89398    0.37032    1.05341    5.91581    3.28179    447.33072
bridge-18-195    -0.25258    21.84682    67.11565    179.89205    476.5371    551.84314    1275.38279    0.19227    0.01233    0.06725    0.10217    2.72318    318.14166
bridge-18-196    -0.16641    -23.58641    40.17323    138.91637    471.49081    552.93277    1286.97595    1.06821    0.14491    0.96124    5.65545    3.03095    443.44918
bridge-18-197    -0.23103    -55.75666    45.12551    155.6519    470.92341    558.50233    1286.78608    0.10689    0.07737    0.09604    0.42919    0.21006    388.29927
bridge-18-198    -0.18409    -30.48361    43.02663    143.15946    470.14895    559.85513    1285.46658    0.6548    9.61E-04    0.59291    3.10875    1.28033    436.88408
bridge-18-199    -0.24904    17.179    54.55779    173.62588    475.37833    552.38376    1279.90326    0.13898    0.04036    0.04841    0.11323    1.73876    336.64187
bridge-18-2    -0.27562    -146.82499    -100.96939    378.7556    465.78668    685.43406    1280.0821    0.15153    0.01268    2.668    0.22531    8.16994    188.61245
bridge-1-82    0.03747    -1307.93862    -1276.35391    -66.35479    194.00451    350.86301    3866.38827    1.05E-04    0.04351    0.08554    0.06788    0.31174    81.88945
bridge-18-20    -0.26806    -69.94641    50.53804    285.45116    494.0114    568.74536    1281.53293    0.14997    0.02886    0.58575    0.31882    6.59537    250.90299
bridge-18-200    -0.16667    -36.44561    37.92675    139.53192    467.44759    554.08812    1287.18216    1.13604    0.03071    0.86722    5.35123    2.83726    439.09006
bridge-18-201    -0.2107    -54.5142    44.18975    148.23472    468.06752    561.35011    1289.56253    0.24008    0.04727    0.22548    0.98446    0.07092    415.78936
bridge-18-202    -0.19816    -47.04115    43.36758    145.71188    466.47015    562.38053    1289.49147    0.38913    0.0225    0.35429    1.65956    0.47537    426.72839
bridge-18-203    -0.24437    -29.00366    47.3801    167.31876    472.88042    554.6545    1284.49163    0.07761    0.08621    0.0475    0.1407    1.07862    354.05372
bridge-18-204    -0.16672    -49.12326    36.75114    140.04803    462.57684    555.22483    1287.36161    1.12045    0.00142    0.77357    5.01902    2.6666    434.3505
bridge-18-205    -0.22125    -63.29576    44.47823    151.1425    466.76479    558.35767    1286.58602    0.14332    0.07091    0.13832    0.59867    0.00863    401.48322
bridge-18-206    -0.18343    -52.32014    40.68625    143.05703    461.59379    559.84051    1287.27263    0.62706    0.01079    0.50117    2.74067    1.26768    430.92368
bridge-18-207    -0.23798    -48.9565    45.52962    161.3348    469.22085    558.25216    1283.83986    0.06319    0.09736    0.06159    0.20555    0.53959    370.78946
bridge-18-208    -0.16662    -61.36906    36.17949    140.4615    456.66671    556.28687    1287.92573    1.07082    0.00205    0.682    4.62111    2.51562    429.38945
bridge-18-209    -0.19721    -66.97438    41.75449    145.012    458.3304    562.16784    1287.3658    0.34756    0.04274    0.29506    1.35073    0.49137    421.1857
bridge-18-21    -0.26383    -58.768    83.60684    256.14948    498.2418    553.10605    1291.20976    0.11262    0.07247    0.44795    0.07956    6.66985    273.73883
bridge-18-210    -0.26584    71.48833    114.27666    226.17345    464.14108    551.536    1241.18965    0.3427    0.01522    2.01155    2.31E-04    9.71513    233.52086
bridge-18-211    -0.1408    -76.95438    14.87342    136.32325    448.67182    539.59781    1289.98506    2.41535    0.0079    0.97053    9.77371    4.48117    416.41651
bridge-18-212    -0.2619    63.15156    105.82638    207.8196    469.06655    553.54346    1246.9039    0.39163    7.60E-04    0.98433    0.00629    7.98825    249.41092
bridge-18-213    -0.20967    -71.38759    42.53989    147.27736    460.72482    560.59543    1288.75807    0.20348    0.06219    0.18767    0.78723    0.07986    411.20104
bridge-18-214    -0.1827    -69.35982    39.56437    142.9038    453.39177    559.94249    1289.47772    0.57445    0.0262    0.41992    2.30831    1.26726    425.14469
bridge-18-215    -0.14231    -77.60226    18.59485    136.72783    447.72185    541.12947    1289.876    2.28706    0.00488    0.93707    9.19098    4.3873    416.63147
bridge-18-216    -0.25883    72.76078    100.94797    213.56236    472.36941    559.02944    1255.51327    0.30008    0.00238    0.57222    0.00393    5.95841    264.62761
bridge-18-217    -0.1436    -79.24573    21.30444    137.16505    446.28912    542.58068    1289.87173    2.16511    0.00227    0.8956    8.61187    4.28198    416.16642
bridge-18-218    -0.23004    -63.12913    42.9156    154.90162    464.87474    557.87318    1288.71337    0.07839    0.08804    0.07876    0.31334    0.16466    385.8126
bridge-18-219    -0.16637    -73.08578    35.87957    140.78177    449.89866    557.00778    1289.08822    1.00328    0.00904    0.5944    4.11759    2.39409    424.37391
bridge-18-22    -0.27233    -79.62754    -37.11092    304.49404    482.15311    590.66607    1279.09032    0.23163    0.0112    0.89988    0.55688    7.04328    231.05393
bridge-18-220    -0.25647    11.94432    91.5953    190.29781    473.72686    548.61113    1264.54812    0.25358    0.00124    0.16093    0.01783    4.62891    282.16668
bridge-18-221    -0.14468    -81.81958    23.38623    137.6197    444.39057    544.08861    1289.99931    2.04696    5.80E-04    0.84731    8.03223    4.16179    415.10107
bridge-18-222    -0.25428    32.25224    83.80925    186.7256    475.55985    550.75244    1268.9059    0.23013    0.00108    0.09254    0.01993    3.44991    300.00748
bridge-18-223    -0.14556    -85.24537    25.0284    138.07477    441.93662    545.65616    1290.17302    1.9309    1.00E-06    0.79387    7.44001    4.03787    413.50389
bridge-18-224    -0.25163    -34.6161    71.77067    176.1819    474.41622    548.57315    1278.70207    0.18713    0.00679    0.03606    0.05033    2.55446    318.25178
bridge-18-225    -0.14625    -89.43045    26.34035    138.5128    438.80936    547.1498    1290.26917    1.81533    4.30E-04    0.73717    6.82262    3.92582    411.44175
bridge-18-226    -0.22029    -73.1451    43.00032    150.582    459.38942    557.11795    1289.08561    0.10706    0.07989    0.11383    0.40134    0.00472    398.32635
bridge-18-227    -0.16603    -84.16252    35.68071    141.01955    442.85866    557.26009    1290.6414    0.918    0.01576    0.51365    3.51518    2.31351    419.41248
bridge-18-228    -0.19628    -81.50838    40.79487    144.57558    451.90421    562.24852    1286.41693    0.29407    0.05308    0.24685    1.02986    0.50988    416.18543
bridge-18-229    -0.18194    -83.4143    38.8512    142.7685    445.89617    560.03417    1291.3559    0.5051    0.03591    0.35182    1.83817    1.27002    419.7432
bridge-18-23    -0.25827    -34.41966    105.03403    239.31545    502.93859    559.36435    1294.88692    0.08992    0.10206    0.15548    0.01469    5.96136    297.34974
bridge-18-230    -0.24824    30.38907    56.97712    175.43135    472.51692    551.3375    1282.58025    0.14528    0.02851    0.04091    0.05154    1.61436    336.41807
bridge-18-231    -0.14677    -94.25528    27.39315    138.91867    435.02559    548.46657    1290.26943    1.69793    0.00159    0.67901    6.17966    3.82692    408.99319
bridge-18-232    -0.24358    -18.53781    44.89488    167.57378    470.72867    553.60607    1283.91887    0.0717    0.08152    0.03693    0.08024    0.98797    353.30757
bridge-18-233    -0.14714    -99.56547    28.23684    139.28007    430.81823    549.62888    1290.36165    1.57525    0.00316    0.62091    5.52183    3.73196    406.24955
bridge-18-234    -0.20874    -82.1846    41.3762    146.9692    453.91865    560.06505    1289.4776    0.15611    0.06954    0.15649    0.52732    0.08876    407.38748
bridge-18-235    -0.1656    -94.46684    35.50392    141.17959    435.91783    557.1655    1292.13769    0.81346    0.02088    0.44281    2.85498    2.27271    414.61278
bridge-18-236    -0.23719    -45.75713    44.27026    162.08043    468.51386    558.98027    1283.20092    0.0396    0.10695    0.05143    0.11287    0.47493    369.5162
bridge-18-237    -0.14737    -105.20073    28.90692    139.58531    426.37381    550.66969    1290.78687    1.44381    0.00484    0.56435    4.85093    3.64083    403.31099
bridge-18-238    -0.1812    -94.92758    38.29429    142.70993    439.02535    560.0133    1292.28291    0.41652    0.04162    0.29775    1.33335    1.26818    414.9217
bridge-18-239    -0.22923    -63.9897    41.29989    155.36043    461.97804    557.27091    1289.01002    0.04757    0.09567    0.06422    0.14869    0.14963    383.9311
bridge-18-24    -0.28265    -145.58095    -97.40795    355.84416    449.79593    647.89987    1265.29669    0.55007    0.00621    3.25961    1.47803    6.14532    191.97712
bridge-18-240    -0.14748    -111.01238    29.42932    139.8215    421.74165    551.57286    1291.62364    1.30138    0.00642    0.51089    4.16524    3.56069    400.27838
bridge-18-241    -0.19543    -91.93815    40.06015    144.52853    445.7029    562.09225    1287.12502    0.22708    0.05851    0.20907    0.69837    0.51603    411.94728
bridge-18-242    -0.16512    -103.88691    35.31594    141.26164    428.91746    556.95971    1293.0749    0.69172    0.02447    0.38417    2.19115    2.25672    410.10881
bridge-18-243    -0.2195    -76.96942    41.8071    151.0493    455.29499    556.59424    1289.25552    0.06761    0.08564    0.09537    0.2025    0.00231    395.90182
bridge-18-244    -0.14749    -116.84064    29.82383    139.97553    417.06665    552.36607    1292.7664    1.1468    0.00779    0.46207    3.4727    3.4944    397.24338
bridge-18-245    -0.1805    -104.06005    37.80617    142.75363    432.14969    559.88668    1292.23175    0.31474    0.04514    0.25831    0.85658    1.26521    410.78918
bridge-18-246    -0.16464    -112.21877    35.10515    141.26458    422.33936    556.81112    1293.24907    0.55549    0.02693    0.33853    1.56382    2.25394    406.05366
bridge-18-247    -0.26565    79.20109    109.9552    222.37334    463.08663    549.92375    1237.42072    0.32798    9.22E-04    1.826    9.94E-04    10.12073    233.65369
bridge-18-248    -0.20796    -87.96729    40.46508    147.45596    448.60087    559.52885    1290.51566    0.10213    0.07409    0.13295    0.27097    0.09892    404.36743
bridge-18-249    -0.14741    -122.5454    30.10576    140.03235    412.36378    553.01736    1293.94769    0.98102    0.00891    0.41936    2.78276    3.44828    394.29298
bridge-18-25    -0.25931    -36.45743    104.84041    234.65742    504.07164    558.63042    1294.66822    0.09709    0.09272    0.1484    0.02685    5.87347    298.958
bridge-18-250    -0.12279    -138.8901    -9.06117    138.73574    398.00656    537.84353    1298.94836    2.16012    0.00204    0.48109    5.6774    4.35928    366.59404
bridge-18-251    -0.26159    74.9946    107.8298    219.36705    467.61454    557.14311    1245.76536    0.30662    2.90E-05    1.14204    2.93E-04    8.13778    249.89813
bridge-18-252    -0.12383    -138.63253    -3.12939    138.79299    398.1625    538.91993    1298.70342    2.06284    0.00146    0.4768    5.40238    4.38359    367.7617
bridge-18-253    -0.2585    74.99228    103.17303    209.2704    470.89221    557.68399    1257.92742    0.30922    1.60E-04    0.53407    1.60E-05    5.9136    265.11162
bridge-18-254    -0.12477    -138.7587    7.59833    138.85358    397.99639    539.96113    1298.46648    1.95706    9.89E-04    0.46962    5.08908    4.39729    368.60306
bridge-18-255    -0.2559    29.20221    95.88375    188.77332    473.15224    547.00787    1263.43389    0.2559    0.00126    0.16478    0.00207    4.54709    282.41151
bridge-18-256    -0.12562    -139.24777    10.96631    138.91145    397.52828    540.9438    1298.24493    1.84378    6.28E-04    0.46002    4.74398    4.40185    369.13975
bridge-18-257    -0.2538    26.86137    86.86215    181.6447    474.46783    551.19443    1268.47575    0.23512    0.002    0.07249    0.00215    3.35898    300.69534
bridge-18-258    -0.12637    -140.07207    13.32817    138.96018    396.78015    541.84684    1298.05091    1.72375    3.64E-04    0.44849    4.37268    4.39967    369.39719
bridge-18-259    -0.25098    -18.2616    75.22772    180.08981    474.53111    551.54134    1278.51368    0.1946    0.00447    0.03927    0.00223    2.42608    318.57263
bridge-18-26    -0.27641    -95.07047    -60.99612    314.54698    472.3691    599.29632    1271.04246    0.40564    0.00376    1.92489    0.96154    6.84741    212.43802
bridge-18-260    -0.12703    -141.19888    15.15906    138.99285    395.78003    542.65511    1297.9002    1.59761    1.84E-04    0.43557    3.98072    4.39324    369.40418
bridge-18-261    -0.19472    -98.77035    39.43249    144.9231    438.83824    561.35737    1288.5925    0.15351    0.06193    0.18211    0.39387    0.51994    408.59536
bridge-18-262    -0.14728    -128.00134    30.28695    139.97542    407.63957    553.45378    1294.95214    0.80737    0.00979    0.38391    2.11556    3.42361    391.51068
bridge-18-263    -0.24771    36.59764    59.75977    177.31187    472.89541    551.79372    1280.1694    0.15481    0.01613    0.0353    0.00779    1.52391    336.17893
bridge-18-264    -0.1276    -142.58839    16.63511    139.00217    394.56939    543.3685    1297.81509    1.46595    7.30E-05    0.4218    3.57415    4.38415    369.19328
bridge-18-265    -0.16416    -119.28246    34.86795    141.17378    416.47332    556.71815    1292.64645    0.41112    0.02868    0.30608    1.0008    2.26373    402.58533
bridge-18-266    -0.24303    19.32498    43.64088    169.16902    470.81271    553.67073    1285.19902    0.07669    0.06848    0.02821    0.02425    0.91072    352.76735
bridge-18-267    -0.12808    -144.19557    17.84632    138.98087    393.20037    543.99924    1297.8192    1.32945    1.60E-05    0.40774    3.15947    4.37333    368.79893
bridge-18-268    -0.23663    -36.84126    42.95181    164.02643    466.83923    558.10309    1285.16103    0.02083    0.11438    0.04152    0.0397    0.4472    368.56901
bridge-18-269    -0.12849    -145.97265    18.84638    138.9212    391.72483    544.56734    1297.93072    1.18913    0    0.39392    2.74355    4.36142    368.25796
bridge-18-27    -0.26435    -52.59344    81.7706    241.96187    498.72608    541.42757    1288.31312    0.11774    0.05527    0.40797    0.04717    6.66353    276.44687
bridge-18-270    -0.1799    -110.78366    37.35822    142.89727    426.07315    559.88959    1292.20884    0.21112    0.04752    0.23259    0.47555    1.26091    407.50612
bridge-18-271    -0.1471    -133.05509    30.37922    139.7872    403.17971    553.68459    1295.7691    0.63106    0.01044    0.35651    1.5014    3.4134    388.98332
bridge-18-272    -0.22867    -59.51964    40.13868    157.13899    462.08057    557.33596    1289.07928    0.02275    0.10178    0.05328    0.05213    0.1391    382.62721
bridge-18-273    -0.12881    -147.87299    19.67114    138.81563    390.17898    545.08874    1298.15205    1.04642    1.00E-05    0.38089    2.33335    4.34934    367.60753
bridge-18-274    -0.21892    -75.70924    40.88786    152.65474    454.80077    556.89853    1287.10635    0.03329    0.09037    0.08268    0.06574    8.97E-04    394.27166
bridge-18-275    -0.12906    -149.8556    20.34519    138.6568    388.57719    545.5655    1298.46581    0.90304    3.60E-05    0.36913    1.93542    4.33829    366.8809
bridge-18-276    -0.16372    -124.9284    34.60486    140.96153    411.72453    556.60425    1291.73292    0.27    0.03003    0.28652    0.53904    2.27758    399.82105
bridge-18-277    -0.14688    -137.55169    30.39311    139.44969    399.38756    553.77602    1296.49457    0.45932    0.01092    0.33757    0.96854    3.40825    386.79346
bridge-18-278    -0.20738    -89.3944    39.74891    148.7477    445.48411    558.72539    1291.23794    0.05402    0.07774    0.11754    0.10607    0.11134    402.29879
bridge-18-279    -0.12924    -151.88021    20.88662    138.43785    386.93005    545.98799    1298.83906    0.76123    6.70E-05    0.35914    1.55714    4.32924    366.11261
bridge-18-28    -0.26808    -53.42586    53.63874    261.95123    492.44234    548.76399    1279.41457    0.18439    0.01595    0.69769    0.21222    7.16153    254.06113
bridge-18-280    -0.19417    -102.1164    38.8871    145.73899    434.04105    560.38861    1291.26211    0.0823    0.06474    0.16464    0.14585    0.51922    406.35757
bridge-18-281    -0.12936    -153.90727    21.30916    138.15273    385.26022    546.34404    1299.23478    0.6235    9.70E-05    0.3513    1.20592    4.32251    365.33496
bridge-18-282    -0.14665    -141.38897    30.33812    138.94554    396.45114    553.79146    1297.18151    0.30205    0.01126    0.32745    0.54055    3.40306    385.01526
bridge-18-283    -0.17941    -115.04356    36.93986    143.0976    421.90554    559.94746    1293.02408    0.11503    0.04952    0.21891    0.18659    1.25426    405.31287
bridge-18-284    -0.12943    -155.8965    21.62324    137.79663    383.60903    546.62632    1299.61827    0.49255    1.21E-04    0.34598    0.88911    4.31785    364.57775
bridge-18-285    -0.16333    -129.10017    34.32163    140.58997    408.28547    556.44437    1291.1565    0.14653    0.03117    0.27938    0.20985    2.28188    397.88306
