name    target    f1    f2    f3    f4    f5    f6    iz1    iz2    iz3    iz4    iz5    iz6
bridge-11-228    -0.17097    -122.22924    -3.17437    158.51324    233.23826    317.583    1964.99215    0.98805    0.12695    0.06366    0.00573    4.00E-05    340.54368
bridge-11-229    -0.16047    -148.07368    -6.54246    153.46549    231.90071    316.74629    1969.00549    1.82204    0.11016    0.0508    0.05109    0.05428    346.00883
bridge-11-23    -0.22233    -113.23766    127.49365    178.99911    352.00381    395.93174    1963.24755    0.01979    0.07229    0.01619    1.70889    2.7191    244.31711
bridge-1-123    0.04667    -1298.65166    -1279.52707    -61.20221    190.08212    277.68127    3885.49911    0.1337    0.09631    0.0517    0.00584    0.05109    177.41951
bridge-11-230    -0.20455    -48.55576    11.28968    209.80477    229.0067    326.62531    1947.01209    0.01312    0.13604    0.44204    0.18576    0.13605    273.43511
bridge-11-231    -0.13346    -192.28414    -27.79256    148.75778    227.48367    301.31661    1968.09724    5.29717    0.02783    0.03018    0.24547    0.7338    347.28992
bridge-11-232    -0.20191    -50.44843    -29.67649    205.50076    224.2766    322.28852    1953.00303    0.01272    0.11475    0.31195    0.24946    0.12141    286.8591
bridge-11-233    -0.13336    -204.47848    -26.19242    147.96455    227.24405    302.87449    1968.43694    4.82893    0.03711    0.01945    0.25622    0.67058    343.44506
bridge-11-234    -0.1795    -108.81238    -8.14696    164.90615    233.37556    315.99003    1966.02977    0.47309    0.12112    0.05704    0.00976    0.04035    330.89213
bridge-11-235    -0.14761    -185.17292    -13.76103    149.31622    229.7112    313.40215    1970.5118    2.74961    0.0803    0.0223    0.14035    0.23045    344.05723
bridge-11-236    -0.19812    -41.37875    -7.05726    199.51323    229.61731    327.32786    1955.93718    0.00718    0.15279    0.08741    0.27771    0.12328    299.31592
bridge-11-237    -0.13312    -216.44697    -24.53664    147.1994    227.04219    304.2442    1969.09984    4.32892    0.04476    0.01145    0.26598    0.61217    339.38405
bridge-11-238    -0.15906    -171.64273    1.22186    151.41235    231.43589    316.06496    1970.41896    1.3386    0.10344    0.02091    0.06477    0.04839    339.8122
bridge-11-239    -0.19307    -70.83503    -23.07155    185.66607    230.4223    318.02194    1961.58785    0.07411    0.12448    0.05571    0.17609    0.09906    310.28347
bridge-11-24    -0.25395    -256.10669    -161.24411    161.95856    324.4067    760.08635    1932.81514    0.00103    0.33931    0.00708    2.22954    1.34986    151.60583
bridge-1-124    0.03772    -1305.60298    -1279.61082    -52.45409    190.60514    296.47638    3874.23661    0.12932    0.19971    0.11878    0.0075    0.11658    128.48465
bridge-11-240    -0.13277    -228.02518    -22.83835    146.48473    226.9063    305.54896    1970.1777    3.78873    0.05083    0.00592    0.27507    0.56171    335.22529
bridge-11-241    -0.1695    -147.5744    -1.90325    155.75658    233.08354    316.56069    1966.00269    0.68589    0.1084    0.02469    0.00881    6.20E-05    334.88878
bridge-11-242    -0.14655    -204.3197    -11.60622    148.03218    229.28147    312.77507    1971.4734    2.13397    0.0838    0.00962    0.15957    0.20908    338.30319
bridge-11-243    -0.18644    -99.69231    -14.91546    172.34143    231.85698    312.81462    1963.01173    0.1442    0.10964    0.03528    0.07442    0.07436    319.49533
bridge-11-244    -0.13235    -239.13213    -21.10678    145.83737    226.86138    306.85577    1971.53628    3.20829    0.05559    0.00251    0.28374    0.5217    331.0802
bridge-11-245    -0.15781    -192.60557    6.09789    149.78853    231.45777    315.49943    1971.17064    0.8511    0.09798    0.00699    0.07247    0.04258    334.39204
bridge-11-246    -0.14555    -221.38276    -9.29273    146.98836    229.19913    312.40986    1972.01015    1.51364    0.08535    0.00338    0.17336    0.19573    333.06709
bridge-11-247    -0.22233    -153.56313    111.38981    224.01687    308.64736    327.96202    1910.08272    0.03007    0.48156    0.00119    0.88091    0.96145    198.7608
bridge-11-248    -0.17819    -130.72308    -7.56664    161.36345    233.57073    314.90189    1967.13335    0.24214    0.10344    0.01858    0.00819    0.03743    326.57243
bridge-11-249    -0.13187    -249.84603    -19.40072    145.26855    226.91531    308.03743    1972.90499    2.60201    0.0595    7.23E-04    0.29238    0.49318    327.05446
bridge-11-25    -0.22298    -114.13661    128.50307    183.13114    341.59969    385.60422    1962.33574    0.01453    0.09898    0.00386    1.9521    2.40817    246.14403
bridge-1-125    0.04204    -1299.57046    -1280.02255    -56.50372    187.31134    280.84889    3884.33513    0.19857    0.21113    0.08323    0.00205    0.00283    165.08936
bridge-11-250    -0.1116    -282.41112    -36.9043    144.15409    222.59928    285.52884    1977.21528    4.96195    0.0117    0    0.52208    1.04817    311.66355
bridge-11-251    -0.21716    -130.70705    102.62325    225.93745    277.2727    326.85884    1918.46902    0.01708    0.40264    3.15E-04    0.15998    1.30403    211.02245
bridge-11-252    -0.11245    -282.10299    -35.96839    144.15409    222.84959    287.30571    1977.07503    4.75019    0.01429    0    0.51144    1.03813    312.09284
bridge-11-253    -0.21329    -110.27017    64.63472    227.32234    248.86273    323.67206    1923.78337    0.00162    0.29522    1.16E-04    0.57034    0.71362    222.90293
bridge-11-254    -0.11319    -282.4884    -35.02602    144.12566    223.08668    289.00309    1976.94568    4.50521    0.01709    5.00E-06    0.50234    1.02418    312.18664
bridge-11-255    -0.20948    -91.35904    53.45862    228.76048    237.3436    336.13995    1928.3749    1.40E-05    0.20451    0.02549    0.59026    0.55291    234.9419
bridge-11-256    -0.11383    -283.50312    -34.08315    144.07273    223.31141    290.58959    1976.83782    4.23088    0.02002    2.60E-05    0.49476    1.00673    311.97137
bridge-11-257    -0.20717    -68.85157    33.3954    208.176    229.16409    332.02556    1933.10929    0.00956    0.11178    0.73508    0.03548    0.29501    248.03953
bridge-11-258    -0.11437    -285.07793    -33.14603    144.00065    223.52514    292.03918    1976.76831    3.93026    0.02302    8.00E-05    0.48864    0.98654    311.4768
bridge-11-259    -0.20547    -59.71715    -20.95551    209.27874    225.6591    333.81999    1941.84749    3.04E-04    0.11065    0.64792    0.053    0.18435    260.75921
bridge-11-26    -0.24441    -213.02549    -135.00284    167.77718    311.9681    597.31608    1939.52517    0.01787    0.28256    0.01391    2.25964    1.31903    171.79739
bridge-1-126    0.03798    -1309.56053    -1279.03861    -64.71534    199.98402    308.11299    3867.20777    0.04094    0.05185    0.11739    0.02502    0.27668    104.39684
bridge-11-260    -0.11482    -287.12659    -32.22267    143.91505    223.73236    293.33639    1976.75746    3.6068    0.02603    1.80E-04    0.48396    0.96454    310.73908
bridge-11-261    -0.16828    -169.44681    2.13147    153.48082    233.33124    315.37461    1967.16069    0.37036    0.09937    0.00658    0.00967    2.28E-04    330.29701
bridge-11-262    -0.13136    -260.10692    -17.79059    144.78938    227.07848    308.92426    1974.11947    1.99457    0.06292    5.70E-05    0.30072    0.47573    323.25705
bridge-11-263    -0.20375    -56.43282    -28.21712    206.3931    221.6416    326.10146    1945.76    4.58E-04    0.10498    0.44959    0.1643    0.10831    272.96387
bridge-11-264    -0.11517    -285.16821    -31.20937    143.97984    224.776    294.45996    1976.91457    3.02965    0.02865    5.98E-04    0.45968    0.95167    309.3396
bridge-11-265    -0.14464    -236.1217    -6.56423    146.1747    229.46901    312.31648    1972.00775    0.94489    0.08567    6.92E-04    0.18069    0.18922    328.53354
bridge-11-266    -0.20106    -50.60364    -37.62438    203.44588    219.77509    320.7589    1953.89485    0.01779    0.08254    0.17851    0.33938    0.08823    285.92035
bridge-11-267    -0.11544    -292.27028    -30.43598    143.73226    224.15167    295.51818    1976.994    2.90595    0.03184    5.55E-04    0.47794    0.91882    308.6882
bridge-11-268    -0.19723    -62.66514    -18.39478    193.64755    227.87579    325.0578    1956.27027    0.01168    0.1079    0.03388    0.31035    0.10306    297.78821
bridge-11-269    -0.11563    -295.15808    -29.5743    143.65045    224.38139    296.47393    1977.27256    2.53835    0.03448    8.32E-04    0.47578    0.89657    307.45822
bridge-11-27    -0.22681    -126.62673    103.07841    183.92148    350.88452    401.71519    1956.61284    0.00307    0.24442    5.32E-04    2.15032    1.75898    227.24773
bridge-1-127    0.04645    -1299.22447    -1279.37378    -58.44838    187.86755    276.68343    3887.13338    0.16913    0.11401    0.05881    0.0073    0.04361    175.74488
bridge-11-270    -0.15678    -208.73253    8.61489    148.53193    231.98254    315.76872    1971.72731    0.44083    0.09334    0.00121    0.07246    0.03735    330.03305
bridge-11-271    -0.13085    -269.27313    -16.28048    144.43062    227.37735    309.53638    1975.21515    1.4172    0.06581    7.70E-05    0.30734    0.46725    319.80313
bridge-11-272    -0.19216    -77.70452    -26.11762    180.47912    229.8893    317.77563    1962.23799    0.01928    0.10264    0.01679    0.19863    0.09609    308.25345
bridge-11-273    -0.11576    -298.13781    -28.73479    143.58416    224.63536    297.38225    1977.66045    2.16754    0.03685    0.00116    0.4737    0.87549    306.14884
bridge-11-274    -0.18549    -109.45247    -15.75701    167.80382    232.24265    313.60092    1962.65244    0.03369    0.097    0.00758    0.08209    0.06704    317.00655
bridge-11-275    -0.11582    -301.15271    -27.92193    143.53797    224.91891    298.24703    1978.13998    1.80089    0.0389    0.00152    0.47155    0.85609    304.80286
bridge-11-276    -0.14387    -247.3467    -2.04953    145.63406    230.0626    312.40621    1971.68153    0.48137    0.08539    1.00E-06    0.1815    0.18792    324.87842
bridge-11-277    -0.13037    -276.6083    -14.83158    144.23258    227.83388    309.9863    1976.28094    0.90305    0.06793    5.23E-04    0.31086    0.46475    316.80549
bridge-11-278    -0.17725    -144.57989    -6.7374    158.12991    233.94334    314.40013    1967.58584    0.07007    0.09599    0.00289    0.00931    0.02772    323.62585
bridge-11-279    -0.11583    -304.16065    -27.14368    143.51502    225.23564    299.05365    1978.68078    1.44649    0.04062    0.00189    0.46921    0.83878    303.46189
bridge-11-28    -0.23067    -150.04941    33.35451    180.58677    337.16044    430.19836    1950.21468    5.10E-04    0.25223    0.00224    2.40884    1.34381    208.17326
bridge-1-128    0.04072    -1316.40038    -1268.19482    -64.73751    214.18113    372.48861    3854.03904    0.14319    0.21157    0.05248    0.08427    0.27981    50.38645
bridge-11-280    -0.1674    -183.60808    4.20549    151.63437    233.97217    314.85324    1968.35165    0.11292    0.09358    4.43E-04    0.00775    2.15E-04    327.17978
bridge-11-281    -0.1158    -307.1063    -26.40962    143.51872    225.58859    299.78313    1979.24669    1.11295    0.04198    0.00226    0.46661    0.82395    302.16585
bridge-11-282    -0.12993    -282.03339    -13.408    144.20741    228.45463    310.37195    1977.30396    0.48375    0.06908    0.00122    0.31051    0.46526    314.36509
bridge-11-283    -0.156    -219.60882    10.64923    147.66742    232.90008    316.59821    1972.2887    0.14115    0.08974    2.60E-05    0.06701    0.03506    327.05602
bridge-11-284    -0.11573    -309.91322    -25.72921    143.55377    225.97942    300.42182    1979.801    0.80911    0.04298    0.0026    0.46362    0.81186    300.95161
bridge-11-285    -0.14327    -254.54879    5.78127    145.40876    230.948    312.77636    1971.52474    0.16187    0.08453    6.13E-04    0.17636    0.18985    322.27174
bridge-11-286    -0.11563    -312.49557    -25.11193    143.62552    226.40855    300.96178    1980.30958    0.54347    0.04363    0.00292    0.46014    0.80268    299.85208
bridge-11-287    -0.12955    -285.9155    -11.99634    144.33968    229.23076    310.74621    1978.1411    0.18473    0.0692    0.00203    0.30616    0.46752    312.56182
bridge-11-288    -0.11551    -314.77245    -24.56732    143.73892    226.87387    301.39727    1980.74271    0.324    0.04392    0.00322    0.45611    0.79652    298.89553
bridge-11-289    -0.11537    -316.68003    -24.1046    143.89738    227.37176    301.72319    1981.07823    0.1575    0.04388    0.00349    0.45157    0.79341    298.10452
bridge-11-29    -0.22333    -111.90911    135.46651    188.3811    335.42267    360.50622    1960.6999    0.01048    0.1409    0.00315    1.9864    2.25874    248.00464
bridge-1-129    0.05557    -1299.43915    -1284.37913    -61.81518    187.77774    271.03675    3885.02035    0.07796    0.00215    0.02433    0.01296    0.15115    183.54749
bridge-11-290    -0.22206    -137.81982    115.10661    225.981    308.41385    332.03988    1914.24695    8.11E-04    0.53424    1.50E-05    0.81513    0.99346    198.97675
bridge-11-291    -0.21699    -126.1874    102.53615    225.02471    279.94725    322.79861    1919.52115    2.79E-04    0.44452    1.19E-04    0.15948    1.31619    211.28381
bridge-11-292    -0.21304    -106.2794    83.1062    225.38036    251.75846    322.28747    1921.71966    1.90E-05    0.33253    6.98E-04    0.52323    0.71215    223.31988
bridge-11-293    -0.20925    -93.97831    62.2089    224.97298    244.76922    334.92726    1928.27144    2.26E-04    0.21841    3.99E-04    0.56744    0.53996    234.97635
bridge-11-294    -0.20693    -79.54738    38.32759    210.63812    222.97775    329.67016    1933.94673    7.25E-04    0.1357    0.73764    0.00818    0.29266    248.03709
bridge-11-295    -0.20517    -62.59905    -21.07869    207.05705    218.88465    330.64109    1941.54814    1.50E-05    0.10748    0.67019    0.04469    0.18738    260.72077
bridge-11-296    -0.20343    -48.68344    -35.19221    206.9904    214.72982    327.81036    1944.69738    1.20E-05    0.09604    0.29416    0.30103    0.11094    272.86696
bridge-11-297    -0.20069    -62.68546    -44.04253    198.407    214.70676    319.63032    1952.59451    0.00307    0.08718    0.02619    0.47236    0.07182    285.5918
bridge-11-298    -0.19684    -74.14279    -20.11052    186.30741    226.53968    324.64522    1956.3388    8.42E-04    0.09625    0.00357    0.34191    0.09278    297.24401
bridge-11-299    -0.19172    -92.75682    -26.96312    173.84923    229.34982    318.63545    1961.19507    6.37E-04    0.0919    6.70E-04    0.22376    0.08945    307.48395
bridge-11-3    -0.25495    -374.05083    -202.45508    -81.176    321.0106    975.26978    1942.89263    0.06281    0.43966    8.62E-04    2.37431    2.87826    118.24117
bridge-1-13    0.022    -1317.23555    -1220.69099    -200.7954    100.25839    620.21111    3866.20928    3.63E-04    0.03851    0.07079    0.11146    0.21839    59.3585
bridge-11-30    -0.23503    -184.13294    -92.55438    182.56865    333.5371    515.20513    1944.77553    0.01498    0.2905    0.00266    2.11623    1.37245    191.65207
bridge-1-130    0.0422    -1313.04969    -1275.58389    -47.27476    218.4879    340.26856    3856.96713    0.05407    0.10368    0.07278    0.05672    0.36102    59.98534
bridge-11-300    -0.18502    -115.76317    -15.5618    163.22387    232.55364    315.90316    1962.09468    2.38E-04    0.09089    1.10E-05    0.09417    0.0565    316.00444
bridge-11-301    -0.17675    -154.26555    -5.71099    155.37909    234.37443    315.13015    1967.21645    0    0.0911    1.60E-04    0.01394    0.01931    322.34195
bridge-11-302    -0.1669    -190.33776    6.68951    150.32017    234.92565    315.74582    1968.93427    5.01E-04    0.08949    6.70E-04    0.00432    4.00E-06    325.71792
bridge-11-303    -0.15553    -224.84471    12.34915    147.26517    234.10027    317.68049    1972.70164    0.00311    0.08682    0.00135    0.0579    0.03737    325.56899
bridge-11-304    -0.14286    -258.74601    8.37178    145.48165    232.07414    313.36398    1971.64378    0.01014    0.08305    0.00206    0.16653    0.19464    320.84585
bridge-11-305    -0.12925    -288.59827    -10.60094    144.60704    230.14267    311.1204    1978.60615    0.02454    0.06838    0.00284    0.29808    0.47155    311.44863
bridge-11-306    -0.11521    -318.17552    -23.73224    144.10227    227.89692    301.93483    1981.30059    0.0491    0.04351    0.00375    0.44653    0.79336    297.49448
bridge-11-307    -0.10151    -345.70956    -35.78394    143.66718    225.29491    284.74134    1984.83585    0.08392    0.01446    0.0049    0.6202    1.00274    280.09791
bridge-11-31    -0.22634    -118.39432    81.38132    188.46256    268.67246    386.42116    1955.26693    2.90E-05    0.04954    0.01223    3.10748    0.90048    230.09106
bridge-1-131    0.05454    -1300.34158    -1283.73512    -60.79947    187.18536    271.14406    3880.68809    0.10529    1.29E-04    0.02832    0.01395    0.14329    183.42469
bridge-11-32    -0.21937    -92.04633    153.34215    183.53565    317.89589    323.40266    1962.28268    0.02665    0.01279    0.02821    4.31717    0.10285    269.92145
bridge-1-132    0.03964    -1303.71307    -1282.60696    -51.73871    185.61112    283.58214    3877.58477    0.21698    0.23033    0.10652    5.60E-05    0.0111    151.76587
bridge-11-33    -0.25101    -210.52716    -163.70889    175.5005    310.80472    653.05032    1929.7147    7.52E-04    0.28351    0.03935    2.17001    0.98257    159.14938
bridge-1-133    0.03696    -1309.93427    -1281.05767    -56.86929    196.01683    300.94726    3874.92657    0.086    0.10212    0.11883    0.01308    0.21161    115.60906
bridge-11-34    -0.22331    -107.04776    132.56816    190.90878    332.41043    341.63393    1958.50717    0.00775    0.19112    0.04723    1.16354    2.74322    249.988
bridge-1-134    0.04638    -1301.19711    -1280.39653    -55.29874    185.40815    275.53242    3882.96781    0.20994    0.12476    0.06627    0.00875    0.03622    173.78091
bridge-11-35    -0.22948    -129.73938    41.7021    189.70765    356.17776    435.44671    1950.24241    3.90E-05    0.36217    0.00336    1.8037    1.41549    211.57422
bridge-1-135    0.04237    -1312.11237    -1280.13499    18.52749    218.75121    328.87259    3865.75987    0.0125    0.03141    0.09108    0.03825    0.40063    70.30054
bridge-11-36    -0.22004    -93.15735    152.92704    186.52723    313.88664    323.19813    1962.34764    0.02266    0.0278    0.06573    2.20416    2.00769    271.24873
bridge-1-136    0.0537    -1300.97051    -1282.87475    -59.50331    186.20376    271.04121    3878.66385    0.13981    0.00628    0.03289    0.01515    0.13425    182.85491
bridge-11-37    -0.24158    -214.24125    -122.51723    189.67319    313.90345    540.83509    1936.30056    0.03255    0.24896    0.02623    2.17419    1.11332    177.14708
bridge-1-137    0.03839    -1306.24422    -1282.30214    -53.02105    187.29553    287.66605    3879.40154    0.16109    0.21995    0.119    0.00123    0.0551    139.76733
bridge-11-38    -0.22043    -92.0168    155.1309    192.3266    310.19336    329.7297    1961.3182    0.01774    0.06377    0.12119    0.97763    2.90931    272.63975
bridge-1-138    0.04231    -1302.82154    -1280.96141    -52.40111    184.62082    279.07426    3881.34044    0.23378    0.20059    0.09126    0.00294    0.00105    162.79123
bridge-11-39    -0.23292    -151.48839    -102.51693    193.7218    343.87027    455.59879    1939.40068    0.05039    0.32163    0.00193    1.98801    1.08174    195.63794
bridge-1-139    0.04158    -1309.01069    -1274.37431    -43.76235    215.33497    321.7679    3861.28201    7.98E-04    0.00127    0.10152    0.03343    0.41036    80.85184
bridge-11-4    -0.24678    -295.96594    -129.64035    42.79181    333.48236    822.55541    1947.78872    0.01797    0.27546    0.01522    2.44323    3.00753    146.71948
bridge-1-14    0.02944    -1307.88024    -1243.50302    -151.24557    146.52429    490.87456    3872.52472    0.02791    0.40367    0.06201    0.11884    0.27032    83.54253
bridge-11-40    -0.22298    -96.20642    132.76619    196.14377    329.9267    342.646    1957.96796    0.01112    0.21765    0.06417    0.70643    2.88009    251.76147
bridge-1-140    0.05307    -1301.70244    -1282.68107    -57.84326    184.8577    270.74109    3878.91461    0.1814    0.01669    0.03803    0.01648    0.12424    181.92639
bridge-11-41    -0.22536    -103.31558    102.14696    197.51925    321.39729    364.27643    1953.8215    0.0072    0.20642    0.01874    2.54087    0.92177    232.11849
bridge-1-141    0.03841    -1308.30867    -1280.39443    -42.75393    191.77209    293.27526    3869.80163    0.11155    0.1666    0.12443    0.0046    0.13139    127.0692
bridge-11-42    -0.2205    -89.92208    150.77728    197.57669    302.72291    333.95319    1960.71629    0.01437    0.09524    0.18303    0.85406    2.73734    273.92037
bridge-1-142    0.04035    -1308.4509    -1278.62112    54.2498    213.09781    314.29838    3870.01988    0.00503    0.00381    0.13116    0.0162    0.34821    92.27947
bridge-11-43    -0.22775    -124.4035    -64.0757    197.44872    287.66593    394.21168    1947.13682    0.01285    0.16053    0.01209    2.5011    0.80012    214.8072
bridge-1-143    0.04647    -1302.77446    -1281.27467    -51.93138    182.79279    274.22541    3877.99841    0.23941    0.13976    0.07386    0.01    0.02925    171.60257
bridge-11-44    -0.21661    -77.37543    168.25411    194.29779    294.65311    340.36781    1965.82327    0.0389    4.43E-04    0.0387    0.33501    3.51562    296.02486
bridge-1-144    0.05261    -1302.48497    -1282.01123    -55.79168    183.18023    270.25658    3881.90918    0.22151    0.02877    0.04366    0.01779    0.1136    180.62994
bridge-11-45    -0.24714    -194.89148    -151.78452    186.24427    303.35517    586.24563    1929.72731    0.0786    0.17861    0.03142    2.11438    0.70477    165.58331
bridge-1-145    0.04017    -1306.25514    -1282.82654    -47.87558    184.00369    281.52072    3882.45862    0.22499    0.20032    0.11348    2.91E-04    0.01587    149.57369
bridge-11-46    -0.2173    -77.81867    165.2439    196.72541    289.84624    339.21981    1964.20277    0.03202    0.0015    0.11176    0.42012    3.34546    296.69835
bridge-1-146    0.0427    -1304.0001    -1280.83674    -48.56935    182.17757    277.36199    3884.35485    0.25251    0.19548    0.09871    0.00371    1.35E-04    160.33744
bridge-11-47    -0.23822    -128.72797    -105.18436    206.40046    350.28228    536.20312    1935.17979    0.22363    0.10633    0.00173    1.75604    1.03055    181.52456
bridge-1-147    0.03894    -1310.22259    -1282.81804    -44.78155    204.46077    305.76973    3873.48896    0.03553    0.03062    0.12174    0.01528    0.30778    103.2827
bridge-11-48    -0.22227    -88.17484    129.18951    199.22145    313.71015    328.36155    1955.16169    0.01317    0.18059    0.12388    1.13479    2.1166    253.52761
bridge-1-148    0.05234    -1303.36618    -1280.62312    -53.3975    181.21526    269.60055    3886.61041    0.25623    0.04547    0.0497    0.01894    0.10262    178.96661
bridge-11-49    -0.22028    -83.79445    148.56326    200.47153    297.63365    337.53155    1961.15585    0.01487    0.12321    0.26111    0.66173    2.67153    274.80165
bridge-1-149    0.03905    -1308.7245    -1282.50664    -48.82182    187.379    285.49403    3877.20967    0.1632    0.17201    0.1244    4.69E-04    0.06582    137.65848
bridge-11-5    -0.23698    -240.9996    -74.87945    99.47298    336.97188    665.38756    1953.0612    0.00854    0.1303    0.06349    2.55247    2.85884    169.39555
bridge-1-15    0.02678    -1311.0634    -1236.74488    -170.74448    130.80036    515.16049    3869.06441    0.01267    0.18452    0.06947    0.11317    0.26107    71.20133
bridge-11-50    -0.22406    -91.20769    98.9307    201.06161    334.80536    350.05601    1951.04889    0.00953    0.36329    0.03768    1.00148    2.02484    234.13436
bridge-1-150    0.04669    -1304.29068    -1281.43251    -48.61077    180.14833    272.80526    3876.75547    0.26606    0.15421    0.08127    0.01086    0.02294    169.17156
bridge-11-51    -0.2177    -76.9348    162.96162    201.65716    283.15093    340.98783    1964.28872    0.02696    0.00811    0.22421    0.46578    2.98624    297.36139
bridge-1-151    0.0378    -1309.89707    -1283.82943    -47.99747    198.51056    297.35082    3876.67535    0.07131    0.0801    0.12085    0.00822    0.23489    114.20902
bridge-11-52    -0.23178    -140.30641    -68.54398    210.14183    350.191    422.36367    1940.44652    0.03968    0.28263    0.00117    1.60574    1.17043    199.25821
bridge-1-152    0.0522    -1304.04302    -1279.77841    -50.76115    179.02226    268.78925    3888.57135    0.28865    0.06038    0.056    0.01972    0.09165    177.04917
bridge-11-53    -0.21781    -75.32409    158.52531    203.73032    276.64823    344.84028    1963.37715    0.02428    0.02306    0.31259    0.46053    2.64293    297.94266
bridge-1-153    0.04222    -1314.80184    -1277.78891    85.7226    224.8498    342.60856    3859.88416    0.06534    0.30268    0.08302    0.0266    0.29951    51.24365
bridge-11-54    -0.22577    -90.78783    -35.18072    204.60923    318.7504    364.07601    1945.77249    0.01723    0.22319    0.00123    2.09368    0.70713    217.68673
bridge-1-154    0.06286    -1304.29472    -1286.30266    -57.56114    178.19814    263.20555    3887.28535    0.25749    0.03108    0.01911    0.0272    0.23156    181.80382
bridge-11-55    -0.21973    -75.03804    146.39023    203.49715    289.94513    341.41625    1959.47647    0.02083    0.14054    0.30321    0.61679    2.34916    275.7356
bridge-1-155    0.0436    -1311.8225    -1277.72312    83.06603    219.96527    326.68903    3862.11745    0.03059    0.15545    0.08355    0.02705    0.38318    60.71604
bridge-11-56    -0.22127    -80.45829    122.67544    204.53169    295.0561    334.26871    1954.12709    0.0175    0.16422    0.18464    1.1017    1.75577    255.08349
bridge-1-156    0.06182    -1305.36604    -1285.72349    -56.25182    177.749    263.46405    3886.55968    0.27957    0.01509    0.02242    0.02779    0.22228    181.80549
bridge-11-57    -0.21332    -67.24962    169.20572    206.04166    272.70431    355.67472    1963.5056    0.04524    0.00643    0.03652    0.1632    2.80855    322.80341
bridge-1-157    0.04372    -1309.2123    -1274.21439    -32.63347    215.88149    324.9311    3865.74824    0.01587    0.05258    0.0905    0.02953    0.42674    70.34401
bridge-11-58    -0.24315    -172.50846    -130.25352    204.04735    317.82306    543.96982    1924.96284    0.09622    0.12566    0.01808    2.04109    0.58959    172.03422
bridge-1-158    0.06097    -1305.77544    -1284.05689    -54.80375    176.97124    263.55866    3887.78059    0.30878    0.00248    0.02616    0.02834    0.21174    181.41761
bridge-11-59    -0.21403    -66.49886    168.28124    211.61456    271.22571    357.49358    1962.8093    0.0413    3.51E-04    0.11196    0.16401    2.67697    322.9775
bridge-1-159    0.04319    -1307.85914    -1281.37082    -44.89415    180.09104    275.66642    3884.21715    0.25109    0.19006    0.10512    0.00422    6.90E-05    157.78256
bridge-11-6    -0.25672    -355.48988    -194.50957    -55.76253    319.14799    931.88132    1939.56764    0.03266    0.44006    7.86E-04    2.38125    2.42056    126.49395
bridge-1-16    0.03161    -1308.32453    -1263.45325    -144.55291    165.01855    440.12003    3867.21795    0.04008    0.69079    0.04265    0.13148    0.22617    96.2652
bridge-11-60    -0.23469    -142.26039    -103.5906    210.68828    311.73307    424.68921    1930.91391    0.13701    0.02173    0.02015    2.17994    0.4111    187.31061
bridge-1-160    0.03914    -1310.95262    -1281.28121    -38.62868    193.33141    290.88565    3872.93554    0.09623    0.12721    0.12877    0.00226    0.14744    125.47737
bridge-11-61    -0.21759    -71.84818    155.80694    207.59435    271.76908    348.51647    1961.26317    0.0243    0.03957    0.38697    0.43618    2.36563    298.3043
bridge-1-161    0.05222    -1305.73375    -1279.83149    -48.02008    176.67323    267.84357    3886.75785    0.3172    0.07089    0.06236    0.01995    0.08106    174.9153
bridge-11-62    -0.22244    -82.06875    74.99939    204.34402    305.63572    323.51584    1949.63463    0.00636    0.27653    0.07425    2.65589    0.07389    236.49413
bridge-1-162    0.04273    -1309.57429    -1276.97488    -34.97594    214.69333    316.82697    3861.29258    2.95E-04    0.00776    0.10103    0.02147    0.44603    80.72877
bridge-11-63    -0.21443    -65.1592    164.46035    213.14699    268.66657    356.10414    1962.95821    0.03675    0.00189    0.22109    0.18037    2.47911    322.87025
bridge-1-163    0.04078    -1309.84171    -1282.53285    -44.56992    183.08276    279.70617    3879.70609    0.20333    0.19085    0.11931    6.28E-04    0.02113    147.36293
bridge-11-64    -0.22912    -142.10012    -80.6861    213.1959    309.34605    382.0866    1936.76522    0.06691    0.19358    0.0187    1.94252    0.71201    202.63199
bridge-1-164    0.04703    -1307.66114    -1281.81755    -45.44654    177.60138    271.32604    3878.16524    0.29085    0.15456    0.08807    0.01114    0.01749    166.68044
bridge-11-65    -0.21888    -66.1546    141.26616    206.01151    275.2355    343.85523    1958.84918    0.027    0.13895    0.38615    0.67567    1.84961    276.70849
bridge-1-165    0.06029    -1306.51385    -1282.75896    -53.1778    175.88733    263.49268    3889.26255    0.33355    1.45E-04    0.0303    0.02872    0.2002    180.66084
bridge-11-66    -0.21451    -63.26517    161.46829    214.73381    265.1818    354.48136    1963.44401    0.03404    0.00718    0.33251    0.19164    2.22259    322.73158
bridge-1-166    0.04132    -1310.54511    -1281.6287    -46.18595    211.40761    307.53677    3867.29934    0.0037    6.36E-04    0.10887    0.01567    0.41266    91.36201
bridge-11-67    -0.22342    -71.03418    22.85691    212.52303    324.81456    338.23241    1941.4906    0.05709    0.25458    0.02419    1.79119    0.61654    220.25277
bridge-1-167    0.05977    -1307.80707    -1282.8367    -51.36165    174.52694    263.27371    3888.99927    0.35591    0.00339    0.03479    0.02881    0.188    179.56562
bridge-11-68    -0.21995    -68.81307    126.69892    208.99401    290.87234    344.04214    1954.23533    0.02534    0.20598    0.22555    0.76786    1.75585    256.41283
